,energy
14039,0.591
14040,0.604
14041,0.93
14042,0.427
14043,0.482
14044,0.9
14045,0.568
14046,0.906
14047,0.647
14048,0.716
14049,0.536
14050,0.665
14051,0.393
14052,0.524
14053,0.578
14054,0.605
14055,0.646
14056,0.369
14057,0.454
14058,0.602
14059,0.646
14060,0.369
14061,0.585
14062,0.654
14063,0.517
14064,0.571
14065,0.517
14066,0.576
14067,0.571
14068,0.561
14069,0.545
14070,0.418
14071,0.485
14072,0.576
14073,0.612
14074,0.805
14075,0.594
14076,0.662
14077,0.0668
14078,0.65
14079,0.774
14080,0.8
14081,0.443
14082,0.662
14083,0.587
14084,0.702
14085,0.395
14086,0.748
14087,0.581
14088,0.921
14089,0.746
14090,0.619
14091,0.634
14092,0.568
14093,0.714
14094,0.881
14095,0.638
14096,0.873
14097,0.734
14098,0.606
14099,0.509
14100,0.985
14101,0.559
14102,0.808
14103,0.657
14104,0.492
14105,0.496
14106,0.473
14107,0.4
14108,0.633
14109,0.775
14110,0.616
14111,0.816
14112,0.602
14113,0.613
14114,0.881
14115,0.656
14116,0.829
14117,0.766
14118,0.587
14119,0.722
14120,0.573
14121,0.746
14122,0.722
14123,0.721
14124,0.667
14125,0.621
14126,0.48
14127,0.573
14128,0.67
14129,0.825
14130,0.511
14131,0.756
14132,0.64
14133,0.576
14134,0.648
14135,0.691
14136,0.599
14137,0.603
14138,
14139,0.696
14140,0.953
14141,0.631
14142,0.67
14143,0.563
14144,0.623
14145,0.543
14146,0.646
14147,0.651
14148,0.438
14149,0.692
14150,0.772
14151,0.518
14152,0.977
14153,0.757
14154,0.757
14155,0.814
14156,0.814
14157,0.552
14158,0.619
14159,0.698
14160,0.623
14161,0.623
14162,0.44
14163,0.759
14164,0.698
14165,0.698
14166,0.572
14167,0.642
14168,0.559
14169,0.729
14170,0.569
14171,0.621
14172,0.639
14173,0.59
14174,0.575
14175,0.636
14176,0.73
14177,0.572
14178,0.55
14179,0.618
14180,0.557
14181,0.725
14182,0.543
14183,0.841
14184,0.841
14185,0.65
14186,0.636
14187,0.562
14188,0.649
14189,0.575
14190,0.821
14191,0.613
14192,0.821
14193,0.618
14194,0.449
14195,0.518
14196,0.731
14197,0.553
14198,0.651
14199,0.502
14200,0.529
14201,0.599
14202,0.577
14203,0.526
14204,0.841
14205,0.627
14206,0.906
14207,0.781
14208,0.412
14209,0.789
14210,0.736
14211,0.771
14212,0.606
14213,0.696
14214,0.745
14215,0.508
14216,0.687
14217,0.12
14218,0.526
14219,0.852
14220,0.58
14221,0.582
14222,0.616
14223,0.461
14224,0.747
14225,0.723
14226,0.834
14227,0.731
14228,0.618
14229,0.489
14230,0.567
14231,0.548
14232,0.674
14233,0.573
14234,0.631
14235,0.687
14236,0.693
14237,0.32
14238,0.644
14239,0.541
14240,0.539
14241,0.73
14242,0.571
14243,0.578
14244,0.488
14245,0.599
14246,0.909
14247,0.625
14248,0.647
14249,0.912
14250,0.918
14251,0.786
14252,0.515
14253,0.733
14254,0.67
14255,0.492
14256,0.51
14257,0.775
14258,0.807
14259,0.739
14260,0.573
14261,0.526
14262,0.61
14263,0.642
14264,0.634
14265,0.504
14266,0.633
14267,0.542
14268,0.621
14269,0.858
14270,0.637
14271,0.65
14272,0.385
14273,0.587
14274,0.62
14275,0.733
14276,0.766
14277,0.552
14278,0.457
14279,0.531
14280,0.495
14281,0.623
14282,0.531
14283,0.46
14284,0.554
14285,0.781
14286,0.511
14287,0.476
14288,0.834
14289,0.932
14290,0.985
14291,0.9
14292,0.444
14293,0.454
14294,0.684
14295,0.723
14296,0.688
14297,0.627
14298,0.654
14299,0.756
14300,0.752
14301,0.464
14302,0.487
14303,0.654
14304,0.756
14305,0.715
14306,0.465
14307,0.67
14308,0.608
14309,0.665
14310,0.748
14311,0.524
14312,0.524
14313,0.73
14314,0.59
14315,0.621
14316,0.748
14317,0.736
14318,0.524
14319,0.73
14320,0.763
14321,0.596
14322,0.789
14323,0.816
14324,0.733
14325,0.736
14326,0.623
14327,0.821
14328,0.449
14329,0.826
14330,0.518
14331,0.756
14332,0.726
14333,0.703
14334,0.787
14335,0.728
14336,0.398
14337,0.459
14338,0.654
14339,0.632
14340,0.609
14341,0.52
14342,0.731
14343,0.539
14344,0.448
14345,0.679
14346,0.835
14347,0.747
14348,0.743
14349,0.492
14350,0.439
14351,0.84
14352,0.642
14353,0.574
14354,0.622
14355,0.694
14356,0.573
14357,0.721
14358,0.67
14359,0.803
14360,0.592
14361,0.656
14362,0.835
14363,0.538
14364,0.751
14365,0.618
14366,0.764
14367,0.646
14368,0.405
14369,0.684
14370,0.804
14371,0.575
14372,0.678
14373,0.645
14374,0.554
14375,0.435
14376,0.589
14377,0.369
14378,0.608
14379,0.572
14380,0.717
14381,0.596
14382,0.595
14383,0.567
14384,0.733
14385,0.551
14386,0.551
14387,0.687
14388,0.687
14389,0.807
14390,0.826
14391,0.776
14392,0.629
14393,0.629
14394,0.686
14395,0.848
14396,0.763
14397,0.562
14398,0.633
14399,0.633
14400,0.631
14401,0.731
14402,0.47
14403,0.733
14404,0.684
14405,0.831
14406,0.632
14407,0.748
14408,0.549
14409,0.575
14410,0.56
14411,0.645
14412,0.442
14413,0.442
14414,0.513
14415,0.758
14416,0.836
14417,0.847
14418,0.776
14419,0.692
14420,0.848
14421,0.645
14422,0.698
14423,0.552
14424,0.594
14425,0.644
14426,0.787
14427,0.62
14428,0.561
14429,0.844
14430,0.65
14431,0.847
14432,0.525
14433,0.523
14434,0.448
14435,0.651
14436,0.692
14437,0.723
14438,0.865
14439,0.574
14440,0.842
14441,0.825
14442,0.544
14443,0.673
14444,0.58
14445,0.581
14446,0.782
14447,0.783
14448,0.465
14449,0.81
14450,0.568
14451,0.683
14452,0.634
14453,0.44
14454,0.426
14455,0.743
14456,0.76
14457,0.745
14458,0.822
14459,0.756
14460,0.87
14461,0.676
14462,0.828
14463,0.554
14464,0.554
14465,0.816
14466,
14467,0.607
14468,0.715
14469,0.59
14470,0.756
14471,0.364
14472,0.87
14473,0.545
14474,0.828
14475,0.918
14476,0.687
14477,0.816
14478,0.781
14479,0.524
14480,0.524
14481,0.93
14482,0.625
14483,0.752
14484,0.673
14485,0.689
14486,0.659
14487,0.364
14488,0.767
14489,0.699
14490,0.366
14491,0.595
14492,0.612
14493,0.473
14494,0.87
14495,0.603
14496,0.499
14497,0.579
14498,0.852
14499,0.651
14500,0.646
14501,0.567
14502,0.585
14503,0.649
14504,0.731
14505,0.983
14506,0.567
14507,0.789
14508,0.728
14509,0.682
14510,0.549
14511,0.736
14512,0.64
14513,0.578
14514,0.524
14515,0.581
14516,0.452
14517,
14518,0.841
14519,0.538
14520,0.467
14521,0.765
14522,0.536
14523,0.729
14524,0.768
14525,0.809
14526,0.731
14527,0.715
14528,0.625
14529,0.467
14530,0.578
14531,0.59
14532,0.582
14533,0.729
14534,0.695
14535,
14536,0.573
14537,0.736
14538,0.761
14539,0.618
14540,0.686
14541,0.636
14542,0.682
14543,0.464
14544,0.582
14545,0.47
14546,0.766
14547,0.786
14548,0.566
14549,0.664
14550,0.87
14551,0.346
14552,0.651
14553,0.622
14554,0.602
14555,0.594
14556,0.608
14557,0.625
14558,0.493
14559,0.532
14560,0.562
14561,0.679
14562,0.576
14563,0.495
14564,0.313
14565,0.435
14566,0.34
14567,0.744
14568,0.792
14569,0.524
14570,0.613
14571,0.467
14572,0.635
14573,0.642
14574,0.562
14575,0.656
14576,0.412
14577,0.771
14578,0.566
14579,0.725
14580,0.526
14581,0.902
14582,0.84
14583,0.567
14584,0.626
14585,0.698
14586,0.848
14587,0.651
14588,0.413
14589,0.703
14590,0.715
14591,0.554
14592,0.65
14593,0.535
14594,0.906
14595,0.716
14596,0.716
14597,0.279
14598,0.789
14599,0.771
14600,0.539
14601,0.656
14602,0.515
14603,0.626
14604,0.645
14605,0.625
14606,0.686
14607,0.667
14608,0.831
14609,0.582
14610,0.312
14611,0.95
14612,0.436
14613,0.58
14614,0.31
14615,0.756
14616,0.511
14617,0.619
14618,0.46
14619,0.579
14620,0.65
14621,0.34
14622,0.526
14623,0.436
14624,0.523
14625,0.857
14626,0.52
14627,0.619
14628,0.387
14629,0.704
14630,0.616
14631,0.389
14632,0.595
14633,0.412
14634,0.536
14635,0.618
14636,0.69
14637,0.756
14638,0.775
14639,0.679
14640,0.552
14641,0.415
14642,0.906
14643,0.487
14644,0.34
14645,0.775
14646,0.631
14647,0.636
14648,0.662
14649,
14650,0.818
14651,0.631
14652,0.858
14653,0.648
14654,0.587
14655,0.549
14656,0.628
14657,0.914
14658,0.716
14659,0.604
14660,0.568
14661,0.293
14662,0.554
14663,0.422
14664,0.497
14665,0.836
14666,0.436
14667,0.492
14668,0.587
14669,0.731
14670,0.82
14671,0.436
14672,0.695
14673,0.731
14674,0.443
14675,0.587
14676,0.608
14677,0.58
14678,0.634
14679,0.369
14680,0.759
14681,0.594
14682,0.729
14683,0.366
14684,0.382
14685,0.782
14686,0.627
14687,0.651
14688,0.857
14689,0.726
14690,0.807
14691,0.768
14692,0.573
14693,0.619
14694,0.308
14695,0.684
14696,0.606
14697,0.736
14698,0.728
14699,0.684
14700,0.616
14701,0.487
14702,0.613
14703,0.841
14704,0.725
14705,0.721
14706,0.934
14707,0.531
14708,0.699
14709,0.898
14710,0.412
14711,0.651
14712,0.536
14713,0.845
14714,0.618
14715,0.826
14716,0.449
14717,0.518
14718,0.428
14719,0.8
14720,0.985
14721,0.562
14722,0.459
14723,0.488
14724,0.775
14725,0.454
14726,0.825
14727,0.647
14728,0.627
14729,0.479
14730,0.428
14731,0.814
14732,0.618
14733,0.8
14734,0.63
14735,0.493
14736,0.705
14737,0.673
14738,0.572
14739,0.716
14740,0.405
14741,0.748
14742,0.684
14743,0.178
14744,0.715
14745,0.651
14746,0.691
14747,0.647
14748,0.87
14749,0.673
14750,0.64
14751,0.581
14752,0.427
14753,0.479
14754,0.55
14755,0.657
14756,0.953
14757,0.531
14758,0.768
14759,0.844
14760,0.464
14761,0.768
14762,0.197
14763,0.597
14764,0.701
14765,
14766,0.615
14767,0.539
14768,0.665
14769,0.524
14770,0.416
14771,0.554
14772,0.617
14773,0.689
14774,0.619
14775,0.701
14776,0.729
14777,0.621
14778,0.723
14779,0.551
14780,0.687
14781,0.473
14782,0.595
14783,0.906
14784,0.698
14785,0.579
14786,0.696
14787,0.872
14788,0.662
14789,0.517
14790,0.83
14791,0.583
14792,0.481
14793,0.692
14794,0.744
14795,0.613
14796,0.586
14797,0.633
14798,0.867
14799,0.478
14800,0.753
14801,0.567
14802,0.757
14803,0.731
14804,0.648
14805,0.57
14806,0.535
14807,0.559
14808,0.616
14809,0.835
14810,0.606
14811,0.488
14812,0.55
14813,0.561
14814,0.523
14815,0.4
14816,0.385
14817,0.674
14818,0.604
14819,0.748
14820,0.495
14821,0.597
14822,0.683
14823,0.525
14824,0.524
14825,0.525
14826,0.725
14827,0.636
14828,0.687
14829,0.573
14830,0.625
14831,
14832,0.617
14833,0.272
14834,0.724
14835,0.95
14836,0.641
14837,0.648
14838,0.543
14839,0.73
14840,0.646
14841,0.909
14842,0.82
14843,0.0668
14844,0.687
14845,0.542
14846,0.52
14847,0.706
14848,0.497
14849,0.575
14850,0.557
14851,0.493
14852,0.739
14853,0.701
14854,0.622
14855,0.609
14856,0.661
14857,0.519
14858,0.766
14859,0.719
14860,0.353
14861,0.937
14862,0.511
14863,0.67
14864,0.648
14865,0.581
14866,0.553
14867,0.618
14868,0.949
14869,0.696
14870,0.721
14871,0.395
14872,0.587
14873,
14874,0.635
14875,0.873
14876,0.364
14877,0.692
14878,0.848
14879,0.498
14880,
14881,0.657
14882,0.402
14883,0.704
14884,0.374
14885,0.744
14886,0.81
14887,0.73
14888,0.602
14889,0.726
14890,0.703
14891,0.762
14892,0.567
14893,
14894,0.565
14895,0.579
14896,0.391
14897,0.479
14898,0.26
14899,0.754
14900,0.781
14901,0.621
14902,0.501
14903,0.609
14904,0.678
14905,0.559
14906,0.403
14907,0.589
14908,0.707
14909,0.571
14910,0.366
14911,0.687
14912,0.582
14913,0.569
14914,0.608
14915,0.649
14916,0.518
14917,0.569
14918,0.463
14919,0.67
14920,0.583
14921,0.636
14922,0.84
14923,0.527
14924,0.633
14925,0.825
14926,0.713
14927,0.623
14928,
14929,0.719
14930,0.844
14931,0.654
14932,0.49
14933,0.722
14934,0.434
14935,0.752
14936,0.664
14937,0.822
14938,0.617
14939,0.666
14940,0.568
14941,0.82
14942,0.498
14943,0.88
14944,0.802
14945,0.538
14946,0.524
14947,0.619
14948,0.532
14949,0.683
14950,0.811
14951,0.594
14952,0.761
14953,0.594
14954,0.476
14955,0.656
14956,0.811
14957,0.774
14958,0.373
14959,0.549
14960,0.641
14961,0.521
14962,0.576
14963,0.718
14964,0.353
14965,0.566
14966,0.956
14967,0.557
14968,0.789
14969,0.725
14970,0.608
14971,0.721
14972,0.611
14973,0.526
14974,0.716
14975,0.956
14976,0.696
14977,0.75
14978,0.553
14979,0.501
14980,0.691
14981,0.617
14982,0.611
14983,0.487
14984,0.542
14985,0.622
14986,0.48
14987,0.537
14988,0.583
14989,0.748
14990,0.695
14991,0.691
14992,0.906
14993,0.449
14994,0.637
14995,0.638
14996,0.873
14997,0.31
14998,0.664
14999,0.312
15000,0.625
15001,0.686
15002,0.795
15003,0.787
15004,0.82
15005,0.496
15006,0.504
15007,0.472
15008,0.58
15009,0.579
15010,0.527
15011,0.524
15012,0.856
15013,0.931
15014,0.61
15015,0.683
15016,0.754
15017,0.485
15018,0.617
15019,0.6
15020,0.622
15021,
15022,0.442
15023,0.714
15024,0.529
15025,0.47
15026,0.111
15027,0.728
15028,0.58
15029,0.93
15030,0.607
15031,0.559
15032,0.787
15033,0.479
15034,0.282
15035,0.549
15036,
15037,0.539
15038,0.582
15039,0.47
15040,0.457
15041,0.531
15042,0.482
15043,0.613
15044,0.454
15045,0.491
15046,0.597
15047,0.308
15048,0.702
15049,0.479
15050,0.606
15051,0.606
15052,0.569
15053,0.495
15054,0.575
15055,0.821
15056,
15057,0.416
15058,0.403
15059,0.725
15060,0.721
15061,0.758
15062,0.582
15063,0.673
15064,0.641
15065,0.733
15066,0.627
15067,0.65
15068,0.623
15069,0.72
15070,0.756
15071,0.438
15072,
15073,0.628
15074,0.65
15075,0.4
15076,0.604
15077,0.558
15078,0.698
15079,0.746
15080,0.44
15081,
15082,0.679
15083,0.539
15084,0.523
15085,0.696
15086,0.852
15087,0.563
15088,0.891
15089,0.649
15090,0.81
15091,0.767
15092,0.651
15093,0.823
15094,0.464
15095,0.632
15096,0.609
15097,0.864
15098,0.221
15099,0.701
15100,0.839
15101,0.719
15102,0.46
15103,0.618
15104,0.792
15105,0.75
15106,0.524
15107,0.339
15108,0.565
15109,0.591
15110,0.509
15111,0.59
15112,0.611
15113,0.366
15114,0.585
15115,0.929
15116,0.12
15117,0.534
15118,0.489
15119,0.768
15120,0.589
15121,0.732
15122,0.541
15123,0.631
15124,0.684
15125,0.509
15126,0.824
15127,0.619
15128,0.493
15129,0.571
15130,0.23
15131,0.495
15132,0.492
15133,0.568
15134,0.578
15135,0.636
15136,0.703
15137,0.906
15138,0.382
15139,0.815
15140,0.473
15141,0.813
15142,0.603
15143,0.856
15144,0.667
15145,0.856
15146,0.667
15147,0.771
15148,0.701
15149,0.864
15150,0.696
15151,0.628
15152,0.579
15153,0.744
15154,0.519
15155,0.975
15156,0.684
15157,0.975
15158,0.519
15159,0.544
15160,0.561
15161,0.282
15162,0.847
15163,0.687
15164,0.687
15165,0.567
15166,0.684
15167,0.485
15168,0.656
15169,0.714
15170,0.657
15171,0.909
15172,0.0668
15173,0.641
15174,0.539
15175,0.59
15176,0.582
15177,0.563
15178,0.609
15179,0.461
15180,0.448
15181,
15182,0.623
15183,0.692
15184,0.574
15185,0.576
15186,0.617
15187,0.221
15188,0.753
15189,0.685
15190,0.342
15191,0.353
15192,0.649
15193,0.579
15194,0.657
15195,0.74
15196,0.914
15197,0.509
15198,0.793
15199,0.538
15200,0.674
15201,0.626
15202,0.621
15203,0.748
15204,0.413
15205,0.684
15206,0.32
15207,0.613
15208,0.723
15209,0.76
15210,0.949
15211,0.543
15212,0.752
15213,0.65
15214,0.385
15215,0.385
15216,0.375
15217,0.663
15218,0.782
15219,0.818
15220,0.616
15221,0.467
15222,0.659
15223,0.52
15224,0.708
15225,0.818
15226,0.631
15227,0.646
15228,0.679
15229,0.918
15230,0.726
15231,0.748
15232,0.493
15233,
15234,0.46
15235,0.472
15236,0.867
15237,0.618
15238,0.771
15239,0.578
15240,0.568
15241,0.616
15242,0.715
15243,0.812
15244,0.498
15245,0.602
15246,0.23
15247,0.549
15248,0.571
15249,0.501
15250,0.549
15251,0.513
15252,0.664
15253,0.626
15254,0.703
15255,0.364
15256,0.699
15257,0.537
15258,0.59
15259,0.662
15260,0.463
15261,0.783
15262,0.93
15263,0.599
15264,0.809
15265,0.606
15266,0.629
15267,0.464
15268,0.573
15269,0.391
15270,0.498
15271,0.628
15272,0.524
15273,0.597
15274,0.591
15275,0.715
15276,0.684
15277,0.535
15278,0.695
15279,0.4
15280,0.452
15281,0.953
15282,0.745
15283,0.75
15284,0.453
15285,0.921
15286,0.6
15287,0.469
15288,0.526
15289,0.625
15290,0.625
15291,0.625
15292,0.458
15293,
15294,0.631
15295,0.523
15296,0.631
15297,0.521
15298,0.651
15299,0.497
15300,0.715
15301,0.584
15302,0.489
15303,0.524
15304,0.387
15305,0.983
15306,0.706
15307,0.706
15308,0.706
15309,0.57
15310,0.673
15311,0.867
15312,0.811
15313,0.531
15314,0.748
15315,0.374
15316,0.634
15317,0.654
15318,0.607
15319,0.698
15320,0.601
15321,0.619
15322,0.646
15323,0.673
15324,0.6
15325,0.48
15326,0.532
15327,0.467
15328,0.612
15329,0.728
15330,0.929
15331,0.632
15332,0.69
15333,0.609
15334,0.774
15335,0.703
15336,0.542
15337,0.752
15338,0.756
15339,0.49
15340,0.909
15341,0.674
15342,0.665
15343,0.312
15344,0.61
15345,
15346,0.609
15347,0.81
15348,0.759
15349,0.49
15350,0.578
15351,0.585
15352,0.75
15353,0.591
15354,0.73
15355,0.845
15356,0.76
15357,0.449
15358,0.607
15359,0.369
15360,0.549
15361,0.723
15362,0.556
15363,0.579
15364,0.776
15365,0.728
15366,0.4
15367,0.449
15368,0.765
15369,0.451
15370,0.549
15371,0.52
15372,0.617
15373,0.95
15374,0.641
15375,0.795
15376,0.563
15377,0.621
15378,0.304
15379,0.488
15380,0.65
15381,0.504
15382,0.637
15383,0.579
15384,0.807
15385,0.552
15386,0.651
15387,0.589
15388,0.537
15389,0.635
15390,0.772
15391,0.64
15392,0.64
15393,0.557
15394,0.585
15395,0.658
15396,0.658
15397,0.688
15398,0.834
15399,0.499
15400,0.632
15401,0.454
15402,0.46
15403,0.618
15404,0.88
15405,0.501
15406,0.573
15407,0.404
15408,0.404
15409,0.496
15410,0.726
15411,0.648
15412,0.529
15413,0.61
15414,0.691
15415,0.751
15416,0.619
15417,0.559
15418,0.646
15419,0.824
15420,0.566
15421,0.597
15422,0.81
15423,0.497
15424,0.683
15425,0.623
15426,0.178
15427,0.629
15428,0.442
15429,0.708
15430,0.571
15431,0.366
15432,0.595
15433,0.836
15434,0.556
15435,0.631
15436,0.64
15437,0.688
15438,0.556
15439,0.658
15440,0.723
15441,0.464
15442,0.46
15443,0.404
15444,0.763
15445,0.869
15446,0.708
15447,
15448,0.639
15449,0.536
15450,0.607
15451,0.645
15452,0.739
15453,0.579
15454,0.821
15455,0.845
15456,0.449
15457,0.566
15458,0.518
15459,0.698
15460,0.751
15461,0.364
15462,0.561
15463,0.65
15464,0.672
15465,0.536
15466,0.66
15467,0.536
15468,0.561
15469,0.526
15470,0.82
15471,0.467
15472,0.304
15473,0.906
15474,0.453
15475,0.651
15476,0.695
15477,0.644
15478,0.786
15479,0.454
15480,0.366
15481,0.581
15482,0.716
15483,0.595
15484,0.833
15485,0.519
15486,0.596
15487,0.618
15488,0.906
15489,0.716
15490,0.985
15491,0.721
15492,0.611
15493,0.62
15494,0.728
15495,0.76
15496,0.594
15497,0.498
15498,0.631
15499,0.83
15500,0.353
15501,0.549
15502,0.597
15503,0.353
15504,0.498
15505,0.178
15506,0.831
15507,0.412
15508,0.736
15509,0.485
15510,0.559
15511,0.395
15512,0.782
15513,0.545
15514,0.703
15515,0.58
15516,0.672
15517,0.597
15518,0.609
15519,0.786
15520,0.62
15521,0.41
15522,0.591
15523,0.592
15524,0.679
15525,0.642
15526,0.607
15527,0.67
15528,0.449
15529,0.639
15530,0.639
15531,0.67
15532,0.787
15533,0.66
15534,0.912
15535,0.559
15536,0.508
15537,0.727
15538,0.757
15539,0.664
15540,0.493
15541,
15542,0.497
15543,0.664
15544,0.727
15545,0.906
15546,0.769
15547,0.641
15548,0.5
15549,0.497
15550,0.865
15551,0.9
15552,0.713
15553,0.641
15554,0.583
15555,0.865
15556,0.841
15557,0.571
15558,0.293
15559,0.759
15560,0.835
15561,0.532
15562,0.532
15563,0.716
15564,0.636
15565,0.573
15566,0.9
15567,0.485
15568,0.856
15569,0.847
15570,0.902
15571,0.597
15572,0.526
15573,0.834
15574,0.587
15575,0.296
15576,0.646
15577,0.567
15578,0.457
15579,0.815
15580,0.617
15581,0.674
15582,0.559
15583,0.562
15584,0.667
15585,0.536
15586,0.775
15587,0.51
15588,0.865
15589,0.756
15590,0.632
15591,0.706
15592,0.518
15593,0.529
15594,0.632
15595,0.809
15596,0.548
15597,0.4
15598,0.4
15599,0.649
15600,0.303
15601,0.548
15602,0.569
15603,0.464
15604,0.807
15605,0.604
15606,0.469
15607,0.47
15608,0.698
15609,0.512
15610,0.574
15611,0.632
15612,
15613,0.586
15614,0.616
15615,0.931
15616,0.691
15617,0.538
15618,0.566
15619,0.578
15620,0.771
15621,0.648
15622,0.596
15623,0.694
15624,0.587
15625,0.689
15626,0.635
15627,0.69
15628,0.616
15629,0.826
15630,0.545
15631,0.667
15632,0.251
15633,0.73
15634,0.178
15635,0.591
15636,0.886
15637,0.454
15638,0.683
15639,0.385
15640,0.581
15641,0.732
15642,0.51
15643,0.898
15644,0.9
15645,0.845
15646,0.66
15647,0.518
15648,0.809
15649,0.956
15650,0.844
15651,0.96
15652,0.659
15653,0.353
15654,0.906
15655,0.906
15656,0.51
15657,0.637
15658,0.557
15659,0.716
15660,0.756
15661,0.838
15662,0.658
15663,0.725
15664,0.501
15665,0.699
15666,0.906
15667,0.716
15668,0.726
15669,0.492
15670,0.696
15671,0.527
15672,0.87
15673,0.492
15674,0.567
15675,0.727
15676,0.603
15677,0.67
15678,0.375
15679,0.626
15680,0.568
15681,0.636
15682,0.698
15683,0.5
15684,0.695
15685,0.693
15686,0.814
15687,0.515
15688,0.601
15689,0.651
15690,0.757
15691,0.613
15692,0.587
15693,0.983
15694,0.627
15695,0.72
15696,0.608
15697,0.686
15698,0.296
15699,0.531
15700,0.657
15701,0.834
15702,0.718
15703,0.534
15704,0.698
15705,0.613
15706,0.768
15707,0.26
15708,0.844
15709,0.695
15710,0.953
15711,0.745
15712,0.694
15713,0.865
15714,0.631
15715,0.937
15716,0.736
15717,0.531
15718,0.953
15719,0.631
15720,0.631
15721,0.745
15722,0.937
15723,0.736
15724,0.745
15725,0.631
15726,0.686
15727,0.645
15728,0.739
15729,0.739
15730,0.686
15731,
15732,0.567
15733,0.46
15734,0.5
15735,0.743
15736,0.526
15737,0.597
15738,0.745
15739,0.677
15740,0.476
15741,0.491
15742,0.698
15743,0.395
15744,0.575
15745,0.586
15746,0.404
15747,0.715
15748,0.602
15749,0.758
15750,0.914
15751,0.727
15752,0.312
15753,0.485
15754,0.861
15755,0.856
15756,0.637
15757,0.637
15758,0.518
15759,0.731
15760,0.82
15761,0.816
15762,0.743
15763,0.613
15764,0.802
15765,0.478
15766,0.829
15767,0.95
15768,0.841
15769,0.607
15770,0.434
15771,0.581
15772,0.95
15773,0.848
15774,0.658
15775,0.464
15776,0.464
15777,0.488
15778,0.658
15779,0.674
15780,0.576
15781,0.602
15782,0.393
15783,0.763
15784,0.82
15785,0.408
15786,0.809
15787,0.531
15788,0.351
15789,0.385
15790,0.385
15791,0.351
15792,0.554
15793,0.385
15794,0.902
15795,0.449
15796,0.393
15797,0.651
15798,0.754
15799,0.458
15800,0.609
15801,0.606
15802,0.902
15803,0.491
15804,0.582
15805,0.816
15806,0.701
15807,0.626
15808,0.389
15809,
15810,0.566
15811,0.696
15812,0.653
15813,0.603
15814,0.561
15815,0.736
15816,0.201
15817,0.743
15818,0.812
15819,0.567
15820,0.393
15821,0.906
15822,0.541
15823,0.499
15824,0.762
15825,0.732
15826,0.781
15827,0.55
15828,0.435
15829,0.847
15830,0.763
15831,0.72
15832,0.876
15833,0.64
15834,0.811
15835,0.504
15836,0.574
15837,0.589
15838,0.698
15839,0.902
15840,
15841,0.937
15842,0.435
15843,0.606
15844,0.551
15845,0.807
15846,0.457
15847,0.771
15848,0.492
15849,0.527
15850,0.587
15851,0.619
15852,0.757
15853,
15854,0.491
15855,0.649
15856,0.799
15857,0.622
15858,0.784
15859,0.557
15860,0.339
15861,0.625
15862,0.493
15863,0.561
15864,0.786
15865,0.579
15866,0.526
15867,0.692
15868,0.649
15869,0.781
15870,0.743
15871,0.566
15872,0.741
15873,0.566
15874,0.725
15875,0.561
15876,0.566
15877,0.393
15878,0.831
15879,0.603
15880,0.713
15881,0.687
15882,0.732
15883,0.816
15884,
15885,0.775
15886,0.618
15887,0.698
15888,0.4
15889,0.691
15890,0.921
15891,0.568
15892,0.393
15893,0.393
15894,0.906
15895,0.912
15896,0.412
15897,0.339
15898,0.789
15899,0.364
15900,0.736
15901,0.613
15902,0.821
15903,0.536
15904,0.353
15905,0.618
15906,0.688
15907,0.683
15908,0.706
15909,0.47
15910,0.72
15911,0.47
15912,0.867
15913,0.576
15914,0.909
15915,0.635
15916,0.531
15917,0.734
15918,0.503
15919,0.594
15920,0.586
15921,0.648
15922,0.689
15923,0.502
15924,0.701
15925,0.803
15926,0.526
15927,0.545
15928,0.662
15929,0.385
15930,0.983
15931,0.719
15932,0.52
15933,0.389
15934,0.902
15935,0.603
15936,0.647
15937,0.537
15938,0.844
15939,0.605
15940,0.245
15941,0.757
15942,0.683
15943,0.69
15944,0.684
15945,0.663
15946,0.59
15947,0.369
15948,0.601
15949,0.545
15950,0.696
15951,0.282
15952,0.76
15953,0.571
15954,0.664
15955,0.722
15956,
15957,0.675
15958,0.726
15959,0.825
15960,0.536
15961,0.693
15962,0.321
15963,0.741
15964,
15965,0.497
15966,0.87
15967,0.493
15968,0.467
15969,0.934
15970,0.631
15971,0.876
15972,0.65
15973,0.526
15974,0.613
15975,0.945
15976,0.553
15977,0.293
15978,0.596
15979,0.729
15980,0.696
15981,0.696
15982,0.609
15983,0.581
15984,0.597
15985,0.76
15986,0.789
15987,0.559
15988,0.436
15989,0.725
15990,0.436
15991,0.725
15992,0.446
15993,0.761
15994,0.683
15995,0.867
15996,0.847
15997,0.654
15998,0.848
15999,0.906
16000,0.609
16001,0.633
16002,0.807
16003,0.639
16004,0.457
16005,0.549
16006,0.534
16007,0.676
16008,0.251
16009,0.457
16010,0.772
16011,0.74
16012,0.658
16013,0.587
16014,0.619
16015,0.387
16016,0.592
16017,0.353
16018,0.61
16019,0.824
16020,0.56
16021,0.723
16022,0.509
16023,0.573
16024,0.51
16025,0.355
16026,0.803
16027,0.654
16028,0.221
16029,0.56
16030,0.803
16031,0.594
16032,0.526
16033,0.859
16034,0.221
16035,0.549
16036,0.492
16037,0.562
16038,0.526
16039,
16040,0.638
16041,0.706
16042,0.37
16043,0.353
16044,0.66
16045,0.58
16046,0.581
16047,0.741
16048,0.306
16049,0.464
16050,0.52
