,liveness
2100,0.0671
2101,0.0863
2102,0.123
2103,0.127
2104,0.0895
2105,0.118
2106,0.221
2107,0.152
2108,0.276
2109,0.744
2110,0.114
2111,0.28
2112,0.666
2113,0.28
2114,0.274
2115,0.0823
2116,0.164
2117,0.0495
2118,0.313
2119,0.13
2120,0.13
2121,0.109
2122,0.0582
2123,0.105
2124,0.219
2125,0.114
2126,0.331
2127,0.116
2128,0.066
2129,0.106
2130,0.159
2131,0.132
2132,0.0958
2133,0.734
2134,0.137
2135,
2136,0.141
2137,0.224
2138,0.147
2139,0.0927
2140,0.336
2141,0.146
2142,0.087
2143,0.106
2144,0.161
2145,0.113
2146,0.105
2147,0.136
2148,0.126
2149,0.213
2150,0.11
2151,0.139
2152,0.12
2153,0.102
2154,0.248
2155,0.229
2156,0.158
2157,0.121
2158,0.249
2159,0.0942
2160,0.17
2161,0.35
2162,0.603
2163,0.121
2164,0.0876
2165,0.223
2166,0.223
2167,0.223
2168,0.0739
2169,0.111
2170,0.179
2171,0.114
2172,0.106
2173,0.0309
2174,0.417
2175,0.135
2176,0.151
2177,0.0867
2178,0.0694
2179,0.117
2180,0.0952
2181,0.227
2182,0.227
2183,0.0952
2184,0.0943
2185,0.224
2186,0.22
2187,0.0543
2188,0.109
2189,
2190,0.0898
2191,0.128
2192,0.182
2193,0.0637
2194,0.101
2195,0.0705
2196,0.173
2197,0.086
2198,0.33
2199,0.292
2200,0.0917
2201,0.173
2202,0.181
2203,0.101
2204,0.107
2205,0.144
2206,0.164
2207,0.113
2208,0.153
2209,0.114
2210,0.12
2211,0.176
2212,0.163
2213,0.951
2214,0.0309
2215,0.194
2216,0.132
2217,0.0931
2218,0.272
2219,0.086
2220,0.114
2221,0.297
2222,0.0471
2223,0.272
2224,0.087
2225,0.538
2226,0.156
2227,0.315
2228,0.195
2229,0.111
2230,0.11
2231,0.118
2232,0.33
2233,0.113
2234,0.104
2235,0.219
2236,0.0866
2237,0.213
2238,0.124
2239,0.091
2240,0.302
2241,0.559
2242,0.275
2243,0.11
2244,0.0798
2245,0.155
2246,0.227
2247,0.0998
2248,0.198
2249,0.081
2250,0.106
2251,0.103
2252,0.206
2253,0.0863
2254,0.099
2255,0.0924
2256,0.706
2257,0.14
2258,0.0804
2259,0.0543
2260,0.382
2261,0.106
2262,0.542
2263,0.146
2264,0.113
2265,0.0662
2266,0.167
2267,0.158
2268,0.11
2269,0.166
2270,0.229
2271,0.152
2272,0.0632
2273,0.734
2274,0.125
2275,0.219
2276,0.176
2277,0.194
2278,0.0916
2279,0.352
2280,0.141
2281,0.136
2282,0.192
2283,0.11
2284,0.142
2285,0.276
2286,0.336
2287,0.176
2288,0.253
2289,0.208
2290,0.105
2291,0.145
2292,0.276
2293,0.124
2294,0.359
2295,0.138
2296,0.103
2297,0.11
2298,0.0966
2299,0.152
2300,0.46
2301,0.425
2302,0.425
2303,0.104
2304,0.298
2305,0.127
2306,0.484
2307,0.0943
2308,0.308
2309,0.102
2310,0.121
2311,0.121
2312,0.0927
2313,0.187
2314,0.247
2315,0.224
2316,0.411
2317,0.099
2318,
2319,0.0546
2320,0.106
2321,0.415
2322,0.0816
2323,0.118
2324,0.144
2325,0.0898
2326,0.235
2327,0.0534
2328,0.113
2329,0.334
2330,0.145
2331,0.0916
2332,0.0768
2333,0.444
2334,0.33
2335,0.196
2336,0.108
2337,0.114
2338,0.241
2339,0.0596
2340,0.534
2341,0.0695
2342,0.0564
2343,0.124
2344,0.252
2345,0.116
2346,
2347,0.193
2348,0.124
2349,0.122
2350,
2351,0.109
2352,0.349
2353,0.134
2354,0.108
2355,0.0946
2356,0.108
2357,0.173
2358,0.132
2359,0.0772
2360,0.173
2361,0.0772
2362,0.112
2363,0.19
2364,0.143
2365,0.207
2366,0.154
2367,0.104
2368,0.112
2369,0.298
2370,0.179
2371,0.114
2372,0.143
2373,0.158
2374,0.118
2375,0.116
2376,0.133
2377,0.198
2378,0.122
2379,0.0521
2380,0.272
2381,0.0952
2382,0.115
2383,0.257
2384,0.429
2385,0.219
2386,0.107
2387,0.116
2388,0.413
2389,0.074
2390,0.0954
2391,0.121
2392,0.13
2393,0.106
2394,0.18
2395,0.493
2396,0.15
2397,0.0627
2398,0.146
2399,0.117
2400,
2401,0.08
2402,0.0927
2403,0.11
2404,0.167
2405,0.0971
2406,0.701
2407,0.077
2408,0.0729
2409,0.126
2410,0.103
2411,0.129
2412,0.308
2413,0.114
2414,0.196
2415,0.221
2416,0.712
2417,0.135
2418,0.196
2419,0.336
2420,0.368
2421,0.359
2422,0.334
2423,0.149
2424,0.253
2425,0.138
2426,0.127
2427,0.231
2428,0.168
2429,0.318
2430,0.0925
2431,0.129
2432,0.076
2433,0.0952
2434,0.0931
2435,0.612
2436,0.302
2437,0.076
2438,0.612
2439,0.313
2440,0.119
2441,0.216
2442,0.35
2443,0.0832
2444,0.323
2445,0.0579
2446,0.146
2447,0.0838
2448,0.603
2449,0.0505
2450,0.151
2451,0.339
2452,0.0986
2453,0.167
2454,0.183
2455,0.092
2456,0.221
2457,0.214
2458,0.0898
2459,
2460,0.2
2461,0.187
2462,0.0896
2463,0.0562
2464,0.0795
2465,0.101
2466,0.32
2467,0.189
2468,0.196
2469,0.1
2470,0.389
2471,0.334
2472,0.101
2473,0.431
2474,0.0611
2475,0.406
2476,0.0899
2477,0.856
2478,0.121
2479,0.178
2480,0.1
2481,0.0976
2482,0.181
2483,0.477
2484,0.11
2485,0.106
2486,0.622
2487,0.195
2488,0.23
2489,0.218
2490,0.191
2491,0.102
2492,0.1
2493,0.0984
2494,0.451
2495,0.33
2496,0.4
2497,0.206
2498,0.204
2499,0.135
2500,0.568
2501,0.132
2502,0.107
2503,0.785
2504,0.0543
2505,0.151
2506,0.154
2507,0.126
2508,0.115
2509,0.144
2510,0.0924
2511,0.244
2512,0.155
2513,0.0856
2514,0.115
2515,0.162
2516,0.101
2517,0.252
2518,0.11
2519,0.104
2520,0.151
2521,0.331
2522,0.116
2523,0.103
2524,0.119
2525,0.145
2526,0.0864
2527,0.148
2528,0.252
2529,0.138
2530,0.13
2531,0.296
2532,0.095
2533,0.338
2534,
2535,0.1
2536,0.139
2537,0.148
2538,0.139
2539,0.105
2540,0.158
2541,0.149
2542,0.112
2543,0.296
2544,0.132
2545,0.12
2546,0.125
2547,0.122
2548,0.0768
2549,0.588
2550,0.106
2551,0.094
2552,0.193
2553,0.152
2554,0.122
2555,0.253
2556,0.11
2557,0.34
2558,0.33
2559,0.119
2560,0.744
2561,0.36
2562,0.0842
2563,0.184
2564,0.116
2565,0.122
2566,0.113
2567,0.0986
2568,0.1
2569,0.101
2570,0.108
2571,0.13
2572,0.113
2573,0.465
2574,0.0867
2575,0.108
2576,0.292
2577,0.0964
2578,0.0619
2579,0.0943
2580,0.0906
2581,0.0929
2582,0.241
2583,0.115
2584,0.0895
2585,
2586,0.0637
2587,0.119
2588,0.116
2589,0.086
2590,0.559
2591,0.0898
2592,0.114
2593,
2594,0.204
2595,0.169
2596,0.113
2597,0.16
2598,0.11
2599,0.086
2600,0.139
2601,0.527
2602,0.105
2603,0.154
2604,0.136
2605,0.133
2606,0.146
2607,0.734
2608,0.632
2609,0.105
2610,0.229
2611,0.0863
2612,0.0852
2613,0.679
2614,0.0916
2615,0.109
2616,0.298
2617,0.119
2618,0.089
2619,0.123
2620,0.0705
2621,0.17
2622,0.114
2623,
2624,0.442
2625,0.124
2626,0.117
2627,0.291
2628,0.21
2629,0.124
2630,0.382
2631,0.161
2632,0.859
2633,0.0967
2634,0.103
2635,0.126
2636,0.0902
2637,0.103
2638,0.219
2639,0.152
2640,0.366
2641,0.0739
2642,0.454
2643,
2644,0.102
2645,0.178
2646,0.0804
2647,0.35
2648,0.179
2649,0.105
2650,0.105
2651,0.0622
2652,0.33
2653,0.26
2654,
2655,0.0471
2656,0.209
2657,0.46
2658,0.0779
2659,0.166
2660,0.11
2661,0.0495
2662,0.0662
2663,0.213
2664,0.193
2665,0.0804
2666,0.46
2667,0.46
2668,0.344
2669,0.261
2670,0.113
2671,0.127
2672,0.11
2673,0.182
2674,0.0863
2675,0.198
2676,0.342
2677,0.221
2678,0.417
2679,0.103
2680,0.527
2681,0.127
2682,0.139
2683,0.0942
2684,0.106
2685,0.101
2686,0.135
2687,0.0936
2688,0.111
2689,0.11
2690,0.382
2691,0.109
2692,0.342
2693,0.103
2694,0.114
2695,0.0917
2696,0.156
2697,0.665
2698,0.105
2699,0.375
2700,0.0958
2701,0.101
2702,0.35
2703,0.101
2704,0.154
2705,0.359
2706,0.161
2707,0.0753
2708,0.139
2709,0.0984
2710,0.249
2711,0.197
2712,0.125
2713,0.124
2714,0.0851
2715,0.11
2716,0.383
2717,0.111
2718,0.356
2719,0.101
2720,0.856
2721,0.133
2722,0.33
2723,0.109
2724,0.0888
2725,0.133
2726,0.132
2727,0.0611
2728,0.603
2729,0.126
2730,0.076
2731,0.139
2732,0.117
2733,
2734,0.432
2735,0.353
2736,0.138
2737,0.116
2738,0.187
2739,0.108
2740,0.109
2741,0.0779
2742,0.0662
2743,0.0942
2744,0.103
2745,0.128
2746,0.0546
2747,0.097
2748,0.104
2749,0.102
2750,0.105
2751,0.166
2752,0.196
2753,0.11
2754,0.103
2755,0.0582
2756,0.163
2757,0.089
2758,0.0816
2759,0.111
2760,0.246
2761,0.077
2762,0.12
2763,0.465
2764,0.099
2765,0.181
2766,0.143
2767,0.147
2768,0.112
2769,0.497
2770,0.0856
2771,0.253
2772,0.111
2773,0.208
2774,0.0705
2775,0.0899
2776,0.318
2777,0.113
2778,0.158
2779,0.123
2780,0.5
2781,0.0942
2782,0.336
2783,0.191
2784,0.124
2785,0.0852
2786,0.224
2787,0.121
2788,0.247
2789,0.137
2790,0.383
2791,0.342
2792,0.151
2793,0.144
2794,0.301
2795,0.172
2796,0.104
2797,0.137
2798,0.204
2799,0.136
2800,0.118
2801,0.178
2802,0.383
2803,0.107
2804,0.236
2805,0.272
2806,0.357
2807,0.113
2808,0.229
2809,0.129
2810,
2811,0.14
2812,0.105
2813,0.204
2814,0.302
2815,0.103
2816,0.244
2817,0.158
2818,0.374
2819,0.17
2820,0.278
2821,0.278
2822,0.0662
2823,0.0495
2824,0.143
2825,0.157
2826,0.107
2827,0.066
2828,0.0575
2829,0.344
2830,0.17
2831,0.156
2832,0.145
2833,0.278
2834,0.253
2835,0.26
2836,0.334
2837,0.124
2838,0.0495
2839,0.432
2840,0.1
2841,0.143
2842,0.105
2843,0.0575
2844,0.115
2845,0.11
2846,0.144
2847,0.0863
2848,0.126
2849,0.583
2850,0.0726
2851,0.108
2852,0.331
2853,0.104
2854,0.0921
2855,0.0966
2856,0.0543
2857,0.0931
2858,0.127
2859,0.13
2860,0.114
2861,0.156
2862,0.0917
2863,0.603
2864,0.0942
2865,0.0812
2866,0.105
2867,0.122
2868,0.0703
2869,0.106
2870,0.588
2871,0.156
2872,0.712
2873,0.114
2874,0.0646
2875,0.0823
2876,0.132
2877,0.18
2878,0.1
2879,0.129
2880,0.103
2881,0.126
2882,0.131
2883,0.0823
2884,0.348
2885,0.0756
2886,0.131
2887,0.23
2888,0.15
2889,0.0823
2890,0.0851
2891,0.0505
2892,0.226
2893,0.187
2894,0.139
2895,0.182
2896,0.227
2897,0.105
2898,0.11
2899,
2900,0.11
2901,0.187
2902,0.0698
2903,0.187
2904,
2905,0.0698
2906,0.442
2907,0.0863
2908,0.425
2909,0.0582
2910,0.11
2911,0.396
2912,0.109
2913,0.165
2914,0.115
2915,0.311
2916,0.106
2917,0.166
2918,0.196
2919,0.223
2920,0.178
2921,0.155
2922,0.668
2923,0.103
2924,0.182
2925,0.086
2926,0.339
2927,0.158
2928,0.196
2929,0.224
2930,0.141
2931,0.336
2932,0.198
2933,0.0462
2934,
2935,0.132
2936,0.121
2937,0.0952
2938,0.497
2939,0.111
2940,0.0986
2941,0.109
2942,0.0952
2943,0.497
2944,0.0796
2945,0.077
2946,0.247
2947,0.118
2948,0.527
2949,0.244
2950,0.318
2951,0.0884
2952,0.527
2953,0.0916
2954,0.0779
2955,0.167
2956,0.0917
2957,0.114
2958,0.0471
2959,0.249
2960,0.198
2961,0.114
2962,0.0338
2963,0.255
2964,0.066
2965,0.158
2966,0.123
2967,0.0662
2968,0.128
2969,0.348
2970,0.139
2971,0.352
2972,0.0739
2973,0.362
2974,0.0772
2975,0.133
2976,0.153
2977,0.103
2978,0.119
2979,0.105
2980,0.102
2981,0.086
2982,0.14
2983,0.114
2984,0.143
2985,0.074
2986,0.114
2987,0.281
2988,0.0805
2989,0.158
2990,0.167
2991,0.242
2992,0.0964
2993,0.143
2994,0.102
2995,0.102
2996,0.379
2997,0.101
2998,0.105
2999,0.247
3000,0.409
3001,0.105
3002,0.224
3003,0.527
3004,0.951
3005,0.951
3006,0.936
3007,0.11
3008,0.0866
3009,0.0866
3010,0.0837
3011,0.056
3012,0.665
3013,0.102
3014,0.0558
3015,0.0426
3016,0.113
3017,0.0675
3018,0.341
3019,0.158
3020,0.124
3021,0.122
3022,0.951
3023,0.0976
3024,0.144
3025,0.254
3026,0.121
3027,0.11
3028,0.18
3029,0.115
3030,0.176
3031,0.182
3032,0.0856
3033,0.0852
3034,0.107
3035,0.107
3036,0.128
3037,0.588
3038,0.155
3039,0.329
3040,0.272
3041,0.121
3042,0.0866
3043,0.114
3044,0.0755
3045,0.105
3046,0.158
3047,0.242
3048,0.143
3049,0.14
3050,0.0795
3051,0.119
3052,0.0546
3053,0.255
3054,0.329
3055,0.181
3056,0.0786
3057,0.0786
3058,0.159
3059,0.139
3060,0.5
3061,0.241
3062,0.118
3063,0.269
3064,0.139
3065,0.431
3066,0.107
3067,0.183
3068,0.679
3069,0.383
3070,0.125
3071,0.285
3072,0.489
3073,0.126
3074,0.103
3075,0.145
3076,0.0996
3077,0.0729
3078,0.099
3079,0.348
3080,0.181
3081,0.127
3082,0.133
3083,0.111
3084,0.0698
3085,0.091
3086,0.106
3087,0.247
3088,0.122
3089,0.29
3090,0.151
3091,0.124
3092,0.119
3093,0.157
3094,0.176
3095,0.113
3096,0.0579
3097,0.167
3098,0.165
3099,0.137
3100,0.13
3101,0.15
3102,
3103,0.323
3104,0.145
3105,0.152
3106,0.103
3107,0.183
3108,0.101
3109,0.221
3110,0.0703
3111,0.107
3112,0.143
3113,0.226
3114,0.241
3115,0.118
3116,0.257
3117,0.123
3118,0.122
3119,0.261
3120,0.092
3121,0.101
3122,0.224
3123,0.527
3124,0.121
3125,0.056
3126,0.12
3127,0.121
3128,0.0866
3129,0.137
3130,0.329
3131,0.139
3132,0.056
3133,0.138
3134,0.14
3135,0.154
3136,0.12
3137,0.13
3138,0.099
3139,0.125
3140,0.348
3141,0.348
3142,0.137
3143,0.151
3144,0.114
3145,0.154
3146,0.074
3147,0.106
3148,0.409
3149,0.132
3150,0.116
3151,0.348
3152,0.348
3153,0.0554
3154,0.111
3155,0.242
3156,0.0795
3157,0.44
3158,0.173
3159,0.431
3160,0.176
3161,0.253
3162,0.111
3163,0.538
3164,0.114
3165,0.104
3166,0.106
3167,0.135
3168,
3169,0.361
3170,0.119
3171,0.366
3172,0.0622
3173,0.0884
3174,0.668
3175,0.1
3176,0.146
3177,0.099
3178,0.137
3179,0.368
3180,0.109
3181,0.178
3182,0.129
3183,0.231
3184,0.0632
3185,0.087
3186,0.184
3187,0.135
3188,0.109
3189,0.165
3190,0.1
3191,0.111
3192,0.086
3193,0.248
3194,0.193
3195,0.137
3196,0.368
3197,0.109
3198,0.0818
3199,0.0755
3200,0.41
3201,0.267
3202,0.0558
3203,0.384
3204,0.097
3205,0.127
3206,
3207,0.167
3208,0.167
3209,0.133
3210,0.0558
3211,0.632
3212,0.162
3213,0.154
3214,0.382
3215,0.103
3216,0.111
3217,0.318
3218,0.257
3219,0.11
3220,0.0895
3221,
3222,0.195
3223,0.149
3224,0.107
3225,0.107
3226,0.155
3227,0.0952
3228,0.121
3229,0.0796
3230,0.366
3231,0.0979
3232,0.247
3233,0.18
3234,0.0917
3235,0.0772
3236,0.0942
3237,0.432
3238,0.231
3239,0.165
3240,0.103
3241,0.124
3242,0.11
3243,0.374
3244,0.124
3245,0.156
3246,0.167
3247,0.383
3248,0.113
3249,0.204
3250,0.285
3251,0.0729
3252,0.382
3253,0.091
3254,0.302
3255,0.113
3256,0.108
3257,0.141
3258,0.226
3259,0.241
3260,0.109
3261,0.206
3262,0.11
3263,0.119
3264,0.0842
3265,0.206
3266,0.156
3267,
3268,0.0646
3269,0.248
3270,0.238
3271,0.347
3272,0.106
3273,0.124
3274,0.118
3275,0.272
3276,0.121
3277,0.951
3278,0.247
3279,0.124
3280,0.156
3281,0.527
3282,0.0804
3283,0.224
3284,0.167
3285,0.0804
3286,0.108
3287,0.151
3288,0.175
3289,0.33
3290,0.0924
3291,0.122
3292,0.242
3293,0.21
3294,0.118
3295,0.057
3296,0.271
3297,0.122
3298,0.444
3299,0.118
3300,0.227
3301,0.102
3302,0.127
3303,0.744
3304,0.318
3305,0.124
3306,0.183
3307,0.118
3308,0.173
3309,0.139
3310,0.115
3311,0.103
3312,0.0998
3313,0.087
3314,0.159
3315,0.112
3316,0.151
3317,0.187
3318,0.281
3319,0.123
3320,0.133
3321,0.183
3322,0.342
3323,0.409
3324,0.272
3325,0.272
3326,0.113
3327,0.0896
3328,0.169
3329,0.0979
3330,0.204
3331,0.163
3332,
3333,0.189
3334,0.274
3335,0.242
3336,0.0703
3337,0.101
3338,0.355
3339,0.0992
3340,0.0981
3341,0.338
3342,0.0981
3343,0.0708
3344,0.155
3345,0.164
3346,0.143
3347,0.465
3348,0.111
3349,0.122
3350,0.091
3351,0.11
3352,0.117
3353,0.104
3354,0.11
3355,0.447
3356,0.224
3357,0.0884
3358,0.101
3359,0.0796
3360,0.0897
3361,0.603
3362,0.153
3363,0.297
3364,0.23
3365,0.276
3366,0.628
3367,0.0816
3368,0.0844
3369,0.117
3370,0.1
3371,0.128
3372,0.0521
3373,0.11
3374,0.157
3375,0.158
3376,0.106
3377,0.108
3378,0.257
3379,0.34
3380,0.0866
3381,0.118
3382,0.193
3383,0.308
3384,0.221
3385,0.213
3386,0.4
3387,0.103
3388,0.0637
3389,
3390,0.11
3391,0.0668
3392,0.077
3393,0.174
3394,0.0898
3395,0.115
3396,0.261
3397,0.366
3398,0.0848
3399,0.109
3400,0.0637
3401,0.35
3402,0.154
3403,0.165
3404,0.12
3405,0.0627
3406,0.344
3407,0.285
3408,0.315
3409,0.105
3410,0.174
3411,0.105
3412,0.0806
3413,0.102
3414,0.124
3415,0.291
3416,0.139
3417,0.107
3418,0.231
3419,0.138
3420,0.276
3421,0.187
3422,0.101
3423,0.0823
3424,0.0823
3425,0.124
3426,0.118
3427,0.101
3428,0.224
3429,0.527
3430,0.076
3431,0.158
3432,0.313
3433,0.116
3434,0.0992
3435,0.121
3436,
3437,0.129
3438,0.074
3439,0.14
3440,0.174
3441,0.087
3442,0.32
3443,0.241
3444,0.105
3445,0.219
3446,0.403
3447,0.19
3448,0.108
3449,0.206
3450,0.0804
3451,0.101
3452,0.167
3453,0.0795
3454,0.105
3455,0.0795
3456,0.074
3457,0.342
3458,0.144
3459,0.113
3460,0.107
3461,0.229
3462,0.144
3463,0.113
3464,0.15
3465,0.0897
3466,0.106
3467,0.134
3468,0.0942
3469,0.103
3470,0.108
3471,0.0856
3472,0.109
3473,0.11
3474,0.103
3475,0.0897
3476,0.0599
3477,0.113
3478,0.0946
3479,0.118
3480,0.0818
3481,0.124
3482,0.165
3483,0.095
3484,0.327
3485,0.0856
3486,0.113
3487,0.0857
3488,0.167
3489,0.139
3490,0.119
3491,0.133
3492,0.0705
3493,0.165
3494,0.0896
3495,
3496,0.11
3497,0.344
3498,0.334
3499,0.087
3500,0.115
3501,0.362
3502,0.151
3503,0.0994
3504,0.103
3505,0.165
3506,0.105
3507,0.118
3508,0.318
3509,0.105
3510,0.077
3511,0.0943
3512,0.132
3513,0.107
3514,0.106
3515,0.242
3516,0.115
3517,0.213
3518,0.0856
3519,0.138
3520,0.0703
3521,0.108
3522,0.527
3523,0.135
3524,0.11
3525,0.11
3526,0.123
3527,0.107
3528,0.334
3529,0.0916
3530,0.477
3531,0.192
3532,0.087
3533,0.209
3534,0.14
3535,0.114
3536,0.195
3537,0.114
3538,0.109
3539,0.272
3540,0.247
3541,0.356
3542,0.0967
3543,0.148
3544,0.119
3545,0.408
3546,0.213
3547,0.101
3548,0.181
3549,0.425
3550,0.352
3551,0.249
3552,0.0471
3553,0.334
3554,0.118
3555,0.0725
3556,0.0925
3557,0.167
3558,0.113
3559,0.095
3560,0.162
3561,0.156
3562,0.0582
3563,0.089
3564,0.298
3565,0.136
3566,0.0637
3567,0.406
3568,0.147
3569,0.121
3570,0.119
3571,0.272
3572,0.144
3573,0.096
3574,0.118
3575,0.348
3576,0.0867
3577,0.0619
3578,0.241
3579,0.13
3580,0.23
3581,0.734
3582,0.144
3583,0.074
3584,0.734
3585,0.154
3586,0.172
3587,0.183
3588,0.151
3589,0.368
3590,0.112
3591,0.074
3592,0.082
3593,0.117
3594,0.451
3595,0.191
3596,0.08
3597,0.0856
3598,0.11
3599,0.128
3600,0.174
3601,0.323
3602,0.128
3603,0.454
3604,0.0703
3605,0.454
3606,0.454
3607,0.0703
3608,0.103
3609,0.124
3610,0.0866
3611,0.119
3612,0.0898
3613,0.403
3614,0.0558
3615,0.0896
3616,0.123
3617,0.147
3618,0.111
3619,0.334
3620,0.148
3621,0.244
3622,0.0952
3623,0.235
3624,0.13
3625,0.137
3626,0.11
3627,0.0966
3628,0.131
3629,0.154
3630,0.493
3631,0.08
3632,0.195
3633,0.0924
3634,0.158
3635,0.138
3636,0.113
3637,0.113
3638,0.214
3639,0.224
3640,0.132
3641,0.447
3642,0.108
3643,0.103
3644,
3645,
3646,0.0816
3647,0.119
3648,
3649,0.109
3650,0.165
3651,0.0582
3652,0.0579
3653,0.108
3654,
3655,0.465
3656,0.157
3657,0.559
3658,0.105
3659,0.241
3660,0.329
3661,0.106
3662,0.148
3663,0.329
3664,0.156
3665,0.406
3666,0.0981
3667,0.253
3668,0.097
3669,0.117
3670,0.106
3671,0.666
3672,0.103
3673,0.118
3674,0.415
3675,0.151
3676,0.157
3677,0.207
3678,0.271
3679,0.0543
3680,0.132
3681,0.316
3682,0.706
3683,0.451
3684,0.158
3685,0.0622
3686,0.0622
3687,0.114
3688,0.113
3689,0.0599
3690,0.096
3691,0.096
3692,0.0804
3693,0.308
3694,0.11
3695,0.101
3696,0.0582
3697,0.176
3698,0.115
3699,0.133
3700,0.248
3701,0.0984
3702,0.396
3703,0.242
3704,0.199
3705,0.114
3706,0.118
3707,0.281
3708,0.192
3709,0.152
3710,0.118
3711,0.087
3712,0.0698
3713,0.145
3714,
3715,0.23
3716,0.344
3717,0.734
3718,0.107
3719,0.196
3720,0.316
3721,0.108
3722,0.665
3723,0.126
3724,0.338
3725,0.11
3726,0.106
3727,0.181
3728,0.11
3729,0.138
3730,0.238
3731,0.114
3732,0.127
3733,0.149
3734,0.127
3735,0.0932
3736,0.224
3737,0.124
3738,0.382
3739,0.116
3740,
3741,0.0992
3742,0.165
3743,0.124
3744,0.124
3745,0.124
3746,0.11
3747,0.0931
3748,0.195
3749,0.28
3750,0.63
3751,0.224
3752,0.103
3753,0.124
3754,0.0668
3755,0.301
3756,0.127
3757,
3758,0.0785
3759,0.484
3760,0.313
3761,0.275
3762,0.11
3763,0.272
3764,0.114
3765,0.105
3766,0.29
3767,0.679
3768,0.143
3769,0.0897
3770,0.1
3771,0.951
3772,0.115
3773,0.114
3774,0.195
3775,0.0788
3776,0.241
3777,0.151
3778,0.411
3779,0.135
3780,0.368
3781,0.189
3782,0.158
3783,
3784,0.114
3785,0.241
3786,0.241
3787,0.0731
3788,0.124
3789,0.111
3790,0.207
3791,0.163
3792,0.111
3793,0.22
3794,0.22
3795,0.116
3796,0.375
3797,0.0785
3798,0.2
3799,0.612
3800,0.0939
3801,0.12
3802,0.114
3803,0.14
3804,0.0884
3805,0.298
3806,0.119
3807,0.0471
3808,0.167
3809,0.138
3810,0.126
3811,0.151
3812,0.157
3813,0.0779
3814,0.406
3815,0.107
3816,0.0806
3817,0.122
3818,0.113
3819,0.301
3820,0.121
3821,0.176
3822,0.0694
3823,0.151
3824,0.0694
3825,0.301
3826,0.0817
3827,0.296
3828,0.297
3829,0.138
3830,0.0705
3831,0.165
3832,0.0796
3833,0.097
3834,0.0952
3835,0.454
3836,0.178
3837,0.0805
3838,0.129
3839,0.092
3840,0.138
3841,0.138
3842,0.0856
3843,0.101
3844,0.181
3845,0.11
3846,0.128
3847,0.158
3848,0.0573
3849,0.128
3850,0.139
3851,0.111
3852,0.0959
3853,0.106
3854,0.102
3855,0.111
3856,0.101
3857,0.0866
3858,0.0866
3859,0.12
3860,0.102
3861,0.102
3862,0.0898
3863,0.198
3864,0.221
3865,0.118
3866,0.154
3867,0.137
3868,0.527
3869,0.101
3870,0.135
3871,0.63
3872,0.0619
3873,0.368
3874,0.0896
3875,0.0755
3876,0.408
3877,0.717
3878,0.139
3879,0.5
3880,0.12
3881,0.115
3882,0.111
3883,0.128
3884,0.417
3885,
3886,0.107
3887,0.231
3888,0.139
3889,0.102
3890,0.342
3891,0.0845
3892,0.106
3893,0.0942
3894,0.0942
3895,0.313
3896,0.348
3897,0.527
3898,0.133
3899,0.344
3900,0.111
3901,0.22
3902,0.118
3903,0.105
3904,0.257
3905,0.0881
3906,0.165
3907,0.107
3908,0.214
3909,0.0998
3910,0.0591
3911,0.0899
3912,0.113
3913,0.115
3914,0.382
3915,0.0868
3916,0.291
3917,0.304
3918,0.34
3919,0.144
3920,0.11
3921,0.127
3922,0.158
3923,0.0899
3924,0.26
3925,0.196
3926,0.108
3927,0.247
3928,0.247
3929,0.16
3930,0.0967
3931,0.18
3932,0.0562
3933,0.1
3934,0.118
3935,0.241
3936,0.165
3937,0.089
3938,0.106
3939,0.431
3940,0.389
3941,0.255
3942,0.124
3943,0.166
3944,0.0725
3945,0.331
3946,0.0796
3947,0.095
3948,0.136
3949,0.112
3950,0.859
3951,0.254
3952,0.0923
3953,0.477
3954,0.099
3955,0.0851
3956,0.103
3957,0.0898
3958,0.299
3959,0.097
3960,0.0958
3961,0.113
3962,0.451
3963,0.0906
3964,0.124
3965,0.235
3966,0.41
3967,0.155
3968,0.097
3969,0.104
3970,0.334
3971,
3972,0.192
3973,0.132
3974,0.0952
3975,0.14
3976,0.0993
3977,0.272
3978,0.0798
3979,0.117
3980,0.229
3981,0.108
3982,0.154
3983,0.323
3984,0.191
3985,0.166
3986,0.151
3987,0.114
3988,0.154
3989,0.106
3990,0.191
3991,0.13
3992,0.0939
3993,0.341
3994,0.224
3995,0.152
3996,0.124
3997,0.148
3998,0.0897
3999,0.132
4000,0.111
4001,0.111
4002,0.0795
4003,0.0917
4004,0.101
4005,0.242
4006,0.104
4007,0.165
4008,0.148
4009,0.0705
4010,0.154
4011,0.167
4012,0.167
4013,0.152
4014,0.341
4015,0.135
4016,0.126
4017,0.0947
4018,0.329
4019,0.181
4020,0.181
4021,0.0998
4022,0.133
4023,0.338
4024,0.368
4025,0.214
4026,0.235
4027,0.744
4028,0.132
4029,0.23
4030,0.338
4031,0.368
4032,0.127
4033,0.0947
4034,0.115
4035,0.246
4036,0.273
4037,0.154
4038,0.0824
4039,0.0863
4040,0.349
4041,0.178
4042,0.0508
4043,0.0831
4044,0.149
4045,0.21
4046,0.119
4047,0.0684
4048,0.108
4049,0.101
4050,0.151
4051,0.208
4052,0.331
4053,0.105
4054,0.115
4055,0.081
4056,0.344
4057,0.162
4058,0.066
4059,0.329
4060,0.0856
4061,0.168
4062,0.165
4063,0.0936
4064,0.0788
