,liveness
14180,0.0662
14181,0.0708
14182,0.117
14183,0.242
14184,0.242
14185,0.111
14186,0.342
14187,0.0816
14188,0.0884
14189,0.105
14190,0.594
14191,0.134
14192,0.594
14193,0.244
14194,0.119
14195,0.107
14196,0.0731
14197,0.181
14198,0.235
14199,0.144
14200,0.0884
14201,0.785
14202,0.0838
14203,0.105
14204,0.242
14205,0.0795
14206,0.182
14207,0.126
14208,0.219
14209,0.688
14210,0.949
14211,0.362
14212,0.281
14213,0.121
14214,0.341
14215,0.0575
14216,0.121
14217,0.103
14218,0.124
14219,0.477
14220,0.057
14221,0.0916
14222,0.0848
14223,0.143
14224,0.0772
14225,0.126
14226,0.34
14227,0.224
14228,0.542
14229,0.159
14230,0.135
14231,0.112
14232,0.0955
14233,0.109
14234,0.12
14235,0.137
14236,0.11
14237,0.121
14238,0.116
14239,0.102
14240,0.099
14241,0.113
14242,0.1
14243,0.403
14244,0.241
14245,0.785
14246,0.126
14247,0.118
14248,0.095
14249,0.115
14250,0.113
14251,0.127
14252,0.235
14253,0.143
14254,0.0837
14255,0.382
14256,0.0829
14257,0.1
14258,0.116
14259,0.226
14260,0.464
14261,0.0571
14262,0.561
14263,0.0658
14264,0.0952
14265,0.102
14266,0.389
14267,0.126
14268,0.0398
14269,0.0562
14270,0.0816
14271,0.121
14272,0.274
14273,0.167
14274,0.118
14275,0.13
14276,0.425
14277,0.104
14278,0.12
14279,0.238
14280,0.0979
14281,0.0591
14282,0.0812
14283,0.0947
14284,0.103
14285,0.126
14286,0.14
14287,0.199
14288,0.0924
14289,0.097
14290,0.0471
14291,0.0426
14292,0.173
14293,0.285
14294,0.104
14295,0.196
14296,0.0982
14297,0.0795
14298,0.138
14299,0.247
14300,0.141
14301,0.238
14302,0.163
14303,0.138
14304,0.247
14305,0.35
14306,0.097
14307,0.114
14308,0.406
14309,0.219
14310,0.165
14311,0.136
14312,0.136
14313,0.11
14314,0.11
14315,0.0958
14316,0.165
14317,0.11
14318,0.136
14319,0.11
14320,0.214
14321,0.151
14322,0.688
14323,0.414
14324,0.143
14325,0.949
14326,0.404
14327,0.594
14328,0.119
14329,0.252
14330,0.107
14331,0.247
14332,0.0976
14333,0.0895
14334,0.0669
14335,0.149
14336,0.115
14337,0.126
14338,0.181
14339,0.64
14340,0.192
14341,0.108
14342,0.224
14343,0.0966
14344,0.109
14345,0.347
14346,0.249
14347,0.0772
14348,0.183
14349,0.23
14350,0.11
14351,0.329
14352,0.0981
14353,0.336
14354,0.151
14355,0.074
14356,0.119
14357,0.165
14358,0.114
14359,0.242
14360,0.0788
14361,0.115
14362,0.409
14363,0.192
14364,0.318
14365,0.33
14366,0.114
14367,0.166
14368,0.0725
14369,0.179
14370,0.204
14371,0.276
14372,0.344
14373,0.0668
14374,0.116
14375,0.114
14376,0.108
14377,0.383
14378,0.0932
14379,0.113
14380,0.105
14381,0.109
14382,0.0876
14383,0.382
14384,0.13
14385,0.583
14386,0.583
14387,0.121
14388,0.121
14389,0.338
14390,0.252
14391,0.227
14392,0.447
14393,0.447
14394,0.375
14395,0.121
14396,0.368
14397,0.0979
14398,0.0993
14399,0.0993
14400,0.12
14401,0.0731
14402,0.114
14403,0.143
14404,0.117
14405,0.118
14406,0.0646
14407,0.0798
14408,0.133
14409,0.276
14410,0.111
14411,0.0668
14412,0.111
14413,0.111
14414,0.0845
14415,0.103
14416,0.29
14417,0.0816
14418,0.227
14419,0.603
14420,0.121
14421,0.163
14422,0.106
14423,0.104
14424,0.123
14425,0.217
14426,0.129
14427,0.118
14428,0.0338
14429,0.087
14430,0.121
14431,0.0816
14432,0.0921
14433,0.103
14434,0.0914
14435,0.0896
14436,0.603
14437,0.126
14438,0.122
14439,0.336
14440,0.856
14441,0.0936
14442,0.17
14443,0.133
14444,0.125
14445,0.105
14446,0.0785
14447,0.113
14448,0.28
14449,0.133
14450,0.513
14451,0.706
14452,0.432
14453,0.11
14454,0.213
14455,0.163
14456,0.105
14457,0.292
14458,0.742
14459,0.226
14460,0.246
14461,0.0863
14462,0.154
14463,0.103
14464,0.103
14465,0.414
14466,
14467,0.123
14468,0.0611
14469,0.236
14470,0.226
14471,0.195
14472,0.299
14473,0.139
14474,0.154
14475,0.113
14476,0.137
14477,0.414
14478,0.126
14479,0.383
14480,0.383
14481,0.18
14482,0.248
14483,0.33
14484,0.4
14485,0.559
14486,0.348
14487,0.195
14488,0.114
14489,0.0954
14490,0.261
14491,0.0939
14492,0.213
14493,0.527
14494,0.299
14495,0.113
14496,0.3
14497,0.0952
14498,0.477
14499,0.235
14500,0.338
14501,0.109
14502,0.114
14503,0.0884
14504,0.224
14505,0.087
14506,0.0898
14507,0.688
14508,0.176
14509,0.122
14510,0.127
14511,0.159
14512,0.951
14513,0.403
14514,0.383
14515,0.166
14516,0.0495
14517,
14518,0.242
14519,0.196
14520,0.206
14521,0.0779
14522,0.129
14523,0.44
14524,0.144
14525,0.0739
14526,0.129
14527,0.0611
14528,0.248
14529,0.206
14530,0.0796
14531,0.208
14532,0.0916
14533,0.196
14534,0.124
14535,
14536,0.109
14537,0.11
14538,0.091
14539,0.33
14540,0.375
14541,0.105
14542,0.122
14543,0.107
14544,0.35
14545,0.144
14546,0.425
14547,0.127
14548,0.0917
14549,0.0863
14550,0.299
14551,0.108
14552,0.0896
14553,0.151
14554,0.178
14555,0.1
14556,0.105
14557,0.248
14558,0.0917
14559,0.493
14560,0.0816
14561,0.301
14562,0.154
14563,0.087
14564,0.19
14565,0.114
14566,0.116
14567,0.074
14568,0.666
14569,0.136
14570,0.134
14571,0.334
14572,0.0946
14573,0.0981
14574,0.0979
14575,0.115
14576,0.219
14577,0.135
14578,0.0619
14579,0.0866
14580,0.0984
14581,0.112
14582,0.329
14583,0.135
14584,0.396
14585,0.221
14586,0.121
14587,0.0772
14588,0.111
14589,0.0895
14590,0.35
14591,0.612
14592,0.121
14593,0.0981
14594,0.182
14595,0.252
14596,0.252
14597,0.252
14598,0.688
14599,0.362
14600,0.099
14601,0.115
14602,0.0888
14603,0.114
14604,0.163
14605,0.248
14606,0.375
14607,0.11
14608,0.0768
14609,0.207
14610,0.0857
14611,0.13
14612,0.0979
14613,0.057
14614,0.0931
14615,0.182
14616,0.14
14617,0.323
14618,0.111
14619,0.102
14620,0.121
14621,0.116
14622,0.0571
14623,0.0979
14624,0.103
14625,0.0897
14626,0.454
14627,0.323
14628,0.136
14629,0.184
14630,0.103
14631,0.106
14632,0.0876
14633,0.219
14634,0.129
14635,0.244
14636,0.104
14637,0.377
14638,0.1
14639,0.347
14640,0.122
14641,0.131
14642,0.182
14643,0.115
14644,0.116
14645,0.1
14646,0.165
14647,0.342
14648,0.127
14649,
14650,0.74
14651,0.0806
14652,0.0562
14653,0.126
14654,0.111
14655,0.127
14656,0.254
14657,0.744
14658,0.252
14659,0.272
14660,0.513
14661,0.148
14662,0.0521
14663,0.108
14664,0.11
14665,0.29
14666,0.0979
14667,0.23
14668,0.0309
14669,0.223
14670,0.615
14671,0.0979
14672,0.15
14673,0.224
14674,0.276
14675,0.0309
14676,0.406
14677,0.125
14678,0.432
14679,0.0925
14680,0.167
14681,0.123
14682,0.44
14683,0.261
14684,0.113
14685,0.108
14686,0.0923
14687,0.139
14688,0.0897
14689,0.115
14690,0.116
14691,0.105
14692,0.464
14693,0.323
14694,0.0984
14695,0.117
14696,0.281
14697,0.159
14698,0.132
14699,0.179
14700,0.103
14701,0.163
14702,0.134
14703,0.242
14704,0.086
14705,0.111
14706,0.191
14707,0.224
14708,0.195
14709,0.304
14710,0.219
14711,0.108
14712,0.129
14713,0.123
14714,0.244
14715,0.252
14716,0.119
14717,0.107
14718,0.114
14719,0.147
14720,0.0471
14721,0.0816
14722,0.126
14723,0.156
14724,0.1
14725,0.155
14726,0.0936
14727,0.0649
14728,0.0923
14729,0.107
14730,0.114
14731,0.158
14732,0.542
14733,0.147
14734,0.109
14735,0.156
14736,0.246
14737,0.133
14738,0.175
14739,0.252
14740,0.0725
14741,0.0798
14742,0.179
14743,0.122
14744,0.182
14745,0.0772
14746,0.141
14747,0.0943
14748,0.246
14749,0.4
14750,0.209
14751,0.183
14752,0.111
14753,0.135
14754,0.107
14755,0.196
14756,0.331
14757,0.238
14758,0.127
14759,0.0599
14760,0.238
14761,0.105
14762,0.296
14763,0.197
14764,0.242
14765,
14766,0.109
14767,0.106
14768,0.219
14769,0.2
14770,0.146
14771,0.0521
14772,0.158
14773,0.559
14774,0.323
14775,0.0851
14776,0.44
14777,0.138
14778,0.158
14779,0.583
14780,0.121
14781,0.527
14782,0.13
14783,0.182
14784,0.101
14785,0.0952
14786,0.121
14787,0.103
14788,0.116
14789,0.143
14790,0.382
14791,0.204
14792,0.241
14793,0.0964
14794,0.074
14795,0.267
14796,0.0755
14797,0.0615
14798,0.208
14799,0.107
14800,0.628
14801,0.0898
14802,0.148
14803,0.0731
14804,0.126
14805,0.0832
14806,0.0851
14807,0.101
14808,0.15
14809,0.409
14810,0.281
14811,0.241
14812,0.112
14813,0.133
14814,0.0842
14815,0.334
14816,0.132
14817,0.104
14818,0.272
14819,0.165
14820,0.087
14821,0.152
14822,0.706
14823,0.0971
14824,0.136
14825,0.101
14826,0.086
14827,0.311
14828,0.162
14829,0.0868
14830,0.248
14831,
14832,0.734
14833,0.126
14834,0.0631
14835,0.13
14836,0.665
14837,0.126
14838,0.154
14839,0.0994
14840,0.125
14841,0.126
14842,0.144
14843,0.194
14844,0.121
14845,0.126
14846,0.131
14847,0.352
14848,0.138
14849,0.256
14850,0.124
14851,0.0917
14852,0.226
14853,0.208
14854,0.151
14855,0.179
14856,0.214
14857,0.122
14858,0.509
14859,0.094
14860,0.102
14861,0.497
14862,0.14
14863,0.0837
14864,0.266
14865,0.11
14866,0.117
14867,0.33
14868,0.417
14869,0.0554
14870,0.0929
14871,0.109
14872,0.148
14873,
14874,0.319
14875,0.0824
14876,0.271
14877,0.603
14878,0.121
14879,0.139
14880,
14881,0.154
14882,0.11
14883,0.184
14884,0.187
14885,0.0888
14886,0.117
14887,0.11
14888,0.141
14889,0.0976
14890,0.0895
14891,0.18
14892,0.0998
14893,
14894,0.156
14895,0.253
14896,0.297
14897,0.191
14898,0.0705
14899,0.136
14900,0.126
14901,0.0958
14902,0.316
14903,0.111
14904,0.344
14905,0.128
14906,0.22
14907,0.108
14908,0.143
14909,0.339
14910,0.0964
14911,0.253
14912,0.35
14913,0.1
14914,0.078
14915,0.122
14916,0.107
14917,0.1
14918,0.151
14919,0.366
14920,0.204
14921,0.133
14922,0.329
14923,0.0959
14924,0.0615
14925,0.0936
14926,0.431
14927,0.404
14928,
14929,0.359
14930,0.102
14931,0.0996
14932,0.115
14933,0.111
14934,0.165
14935,0.33
14936,0.0867
14937,0.742
14938,0.158
14939,0.272
14940,0.108
14941,0.575
14942,0.0898
14943,0.432
14944,0.298
14945,0.192
14946,0.383
14947,0.126
14948,0.247
14949,0.28
14950,0.362
14951,0.115
14952,0.17
14953,0.123
14954,0.213
14955,0.115
14956,0.411
14957,0.281
14958,0.368
14959,0.11
14960,0.086
14961,0.0534
14962,0.26
14963,0.189
14964,0.102
14965,0.34
14966,0.46
14967,0.0662
14968,0.0632
14969,0.086
14970,0.0932
14971,0.0929
14972,0.105
14973,0.107
14974,0.252
14975,0.46
14976,0.126
14977,0.109
14978,0.117
14979,0.0579
14980,0.141
14981,0.158
14982,0.105
14983,0.163
14984,0.151
14985,0.151
14986,0.147
14987,0.103
14988,0.204
14989,0.165
14990,0.107
14991,0.134
14992,0.182
14993,0.119
14994,0.171
14995,0.111
14996,0.0824
14997,0.0931
14998,0.133
14999,0.0857
15000,0.248
15001,0.193
15002,0.307
15003,0.129
15004,0.168
15005,0.252
15006,0.102
15007,0.0902
15008,0.111
15009,0.253
15010,0.0959
15011,0.221
15012,0.278
15013,0.444
15014,0.561
15015,0.706
15016,0.63
15017,0.141
15018,0.734
15019,0.353
15020,0.122
15021,
15022,0.111
15023,0.145
15024,0.0856
15025,0.141
15026,0.0897
15027,0.176
15028,0.125
15029,0.18
15030,0.0906
15031,0.344
15032,0.0669
15033,0.135
15034,0.151
15035,0.11
15036,
15037,0.0805
15038,0.0916
15039,0.141
15040,0.231
15041,0.0812
15042,0.0839
15043,0.267
15044,0.114
15045,0.101
15046,0.197
15047,0.0984
15048,0.374
15049,0.0703
15050,0.281
15051,0.281
15052,0.106
15053,0.087
15054,0.276
15055,0.594
15056,
15057,0.146
15058,0.22
15059,0.086
15060,0.111
15061,0.103
15062,0.35
15063,0.4
15064,0.665
15065,0.13
15066,0.0795
15067,0.121
15068,0.0591
15069,0.114
15070,0.182
15071,0.139
15072,
15073,0.12
15074,0.121
15075,0.334
15076,0.272
15077,0.116
15078,0.442
15079,0.113
15080,0.11
15081,
15082,0.465
15083,0.106
15084,0.0842
15085,0.121
15086,0.477
15087,0.105
15088,0.134
15089,0.122
15090,0.133
15091,0.114
15092,0.235
15093,0.361
15094,0.238
15095,0.116
15096,0.179
15097,0.0818
15098,0.106
15099,0.242
15100,0.193
15101,0.094
15102,0.111
15103,0.32
15104,0.167
15105,0.109
15106,0.2
15107,0.187
15108,0.113
15109,0.1
15110,0.489
15111,0.236
15112,0.105
15113,0.261
15114,0.118
15115,0.11
15116,0.103
15117,0.152
15118,0.411
15119,0.105
15120,0.0959
15121,0.111
15122,0.0737
15123,0.12
15124,0.117
15125,0.0573
15126,0.0627
15127,0.126
15128,0.211
15129,0.339
15130,0.104
15131,0.0979
15132,0.081
15133,0.257
15134,0.151
15135,0.311
15136,0.0895
15137,0.182
15138,0.092
15139,0.0804
15140,0.527
15141,0.106
15142,0.112
15143,0.278
15144,0.048
15145,0.278
15146,0.048
15147,0.362
15148,0.208
15149,0.0818
15150,0.0554
15151,0.114
15152,0.0952
15153,0.066
15154,0.122
15155,0.145
15156,0.117
15157,0.145
15158,0.122
15159,0.08
15160,0.187
15161,0.151
15162,0.304
15163,0.137
15164,0.137
15165,0.0898
15166,0.179
15167,0.604
15168,0.115
15169,0.145
15170,0.196
15171,0.126
15172,0.194
15173,0.086
15174,0.0966
15175,0.208
15176,0.0916
15177,0.105
15178,0.107
15179,0.143
15180,0.109
15181,
15182,0.131
15183,0.603
15184,0.336
15185,0.154
15186,0.345
15187,0.106
15188,0.628
15189,0.165
15190,0.193
15191,0.102
15192,0.712
15193,0.102
15194,0.154
15195,0.167
15196,0.744
15197,0.0573
15198,0.189
15199,0.192
15200,0.104
15201,0.114
15202,0.161
15203,0.0798
15204,0.111
15205,0.179
15206,0.121
15207,0.134
15208,0.144
15209,0.105
15210,0.417
15211,0.117
15212,0.33
15213,0.111
15214,0.274
15215,0.274
15216,0.283
15217,0.274
15218,0.108
15219,0.74
15220,0.103
15221,0.131
15222,0.348
15223,0.108
15224,0.13
15225,0.74
15226,0.0806
15227,0.338
15228,0.347
15229,0.113
15230,0.115
15231,0.168
15232,0.156
15233,
15234,0.111
15235,0.0954
15236,0.33
15237,0.33
15238,0.135
15239,0.151
15240,0.513
15241,0.103
15242,0.182
15243,0.348
15244,0.795
15245,0.151
15246,0.104
15247,0.127
15248,0.1
15249,0.316
15250,0.133
15251,0.0845
15252,0.0867
15253,0.216
15254,0.0895
15255,0.195
15256,0.0954
15257,0.166
15258,0.329
15259,0.111
15260,0.151
15261,0.161
15262,0.497
15263,0.219
15264,0.114
15265,0.166
15266,0.447
15267,0.238
15268,0.119
15269,0.297
15270,0.406
15271,0.358
15272,0.221
15273,0.197
15274,0.429
15275,0.119
15276,0.179
15277,0.0981
15278,0.194
15279,0.334
15280,0.0495
15281,0.108
15282,0.292
15283,0.174
15284,0.129
15285,0.482
15286,0.353
15287,0.099
15288,0.356
15289,0.118
15290,0.118
15291,0.118
15292,0.0852
15293,
15294,0.165
15295,0.103
15296,0.132
15297,0.0534
15298,0.0896
15299,0.0942
15300,0.35
15301,0.165
15302,0.159
15303,0.221
15304,0.136
15305,0.087
15306,0.142
15307,0.142
15308,0.142
15309,0.0832
15310,0.133
15311,0.33
15312,0.213
15313,0.103
15314,0.165
15315,0.187
15316,0.432
15317,0.0996
15318,0.118
15319,0.106
15320,0.0928
15321,0.126
15322,0.103
15323,0.4
15324,0.353
15325,0.147
15326,0.493
15327,0.334
15328,0.198
15329,0.149
15330,0.11
15331,0.64
15332,0.104
15333,0.192
15334,0.114
15335,0.0895
15336,0.126
15337,0.141
15338,0.23
15339,0.0942
15340,0.0856
15341,0.0955
15342,0.219
15343,0.0857
15344,0.561
15345,
15346,0.111
15347,0.117
15348,0.167
15349,0.115
15350,0.13
15351,0.132
15352,0.109
15353,0.196
15354,0.336
15355,0.415
15356,0.158
15357,0.119
15358,0.123
15359,0.0925
15360,0.135
15361,0.158
15362,0.204
15363,0.11
15364,0.227
15365,0.176
15366,0.334
15367,0.119
15368,0.0779
15369,0.194
15370,0.135
15371,0.313
15372,0.158
15373,0.13
15374,0.665
15375,0.307
15376,0.244
15377,0.0944
15378,0.137
15379,0.156
15380,0.121
15381,0.102
15382,0.171
15383,0.0952
15384,0.338
15385,0.104
15386,0.139
15387,0.164
15388,0.103
15389,0.319
15390,0.308
15391,0.409
15392,0.409
15393,0.124
15394,0.114
15395,0.272
15396,0.272
15397,0.148
15398,0.34
15399,0.129
15400,0.116
15401,0.114
15402,0.0947
15403,0.298
15404,0.128
15405,0.339
15406,0.109
15407,0.0844
15408,0.0844
15409,0.156
15410,0.316
15411,0.266
15412,0.0884
15413,0.36
15414,0.134
15415,0.318
15416,0.323
15417,0.128
15418,0.166
15419,0.0627
15420,0.0917
15421,0.0866
15422,0.133
15423,0.101
15424,0.706
15425,0.404
15426,0.122
15427,0.0692
15428,0.111
15429,0.355
15430,0.291
15431,0.0964
15432,0.0876
15433,0.29
15434,0.144
15435,0.165
15436,0.409
15437,0.0982
15438,0.527
15439,0.272
15440,0.126
15441,0.238
15442,0.0947
15443,0.0844
15444,0.214
15445,0.344
15446,0.355
15447,
15448,0.0698
15449,0.129
15450,0.118
15451,0.142
15452,0.226
15453,0.253
15454,0.594
15455,0.123
15456,0.119
15457,0.0619
15458,0.107
15459,0.089
15460,0.318
15461,0.195
15462,0.0338
15463,0.121
15464,0.368
15465,0.129
15466,0.134
15467,0.129
15468,0.0338
15469,0.356
15470,0.575
15471,0.131
15472,0.112
15473,0.182
15474,0.116
15475,0.108
15476,0.124
15477,0.125
15478,0.127
15479,0.285
15480,0.0964
15481,0.183
15482,0.252
15483,0.13
15484,0.178
15485,0.152
15486,0.109
15487,0.244
15488,0.182
15489,0.252
15490,0.0471
15491,0.0929
15492,0.105
15493,0.118
15494,0.132
15495,0.632
15496,0.123
15497,0.795
15498,0.165
15499,0.382
15500,0.102
15501,0.133
15502,0.152
15503,0.102
15504,0.795
15505,0.122
15506,0.118
15507,0.219
15508,0.949
15509,0.604
15510,0.344
15511,0.109
15512,0.108
15513,0.139
15514,0.0895
15515,0.057
15516,0.368
15517,0.197
15518,0.179
15519,0.127
15520,0.15
15521,0.107
15522,0.1
15523,0.124
15524,0.465
15525,0.0658
15526,0.0906
15527,0.114
15528,0.113
15529,0.0698
15530,0.0698
15531,0.114
15532,0.0669
15533,0.109
15534,0.115
15535,0.128
15536,0.0575
15537,0.384
15538,0.106
15539,0.133
15540,0.156
15541,
15542,0.11
15543,0.133
15544,0.384
15545,0.182
15546,0.104
15547,0.086
15548,0.103
15549,0.138
15550,0.122
15551,0.0426
15552,0.717
15553,0.086
15554,0.204
15555,0.122
15556,0.242
15557,0.1
15558,0.148
15559,0.167
15560,0.249
15561,0.247
15562,0.247
15563,0.252
15564,0.105
15565,0.109
15566,0.0426
15567,0.141
15568,0.278
15569,0.304
15570,0.112
15571,0.138
15572,0.0571
15573,0.0924
15574,0.167
15575,0.095
15576,0.166
15577,0.382
15578,0.146
15579,0.0804
15580,0.345
15581,0.104
15582,0.128
15583,0.302
15584,0.15
15585,0.129
15586,0.1
15587,0.0829
15588,0.122
15589,0.377
15590,0.116
15591,0.142
15592,0.107
15593,0.0884
15594,0.64
15595,0.114
15596,0.112
15597,0.334
15598,0.334
15599,0.0884
15600,0.169
15601,0.112
15602,0.1
15603,0.238
15604,0.116
15605,0.272
15606,0.099
15607,0.144
15608,0.101
15609,0.0899
15610,0.336
15611,0.621
15612,
15613,0.79
15614,0.15
15615,0.444
15616,0.134
15617,0.192
15618,0.0619
15619,0.142
15620,0.362
15621,0.126
15622,0.0805
15623,0.074
15624,0.167
15625,0.0729
15626,0.0946
15627,0.104
15628,0.15
15629,0.137
15630,0.139
15631,0.15
15632,0.106
15633,0.124
15634,0.122
15635,0.1
15636,0.909
15637,0.0896
15638,0.28
15639,0.274
15640,0.183
15641,0.111
15642,0.115
15643,0.304
15644,0.0426
15645,0.123
15646,0.297
15647,0.107
15648,0.114
15649,0.46
15650,0.0599
15651,0.76
15652,0.499
15653,0.102
15654,0.182
15655,0.182
15656,0.115
15657,0.171
15658,0.124
15659,0.252
15660,0.247
15661,0.101
15662,0.111
15663,0.0866
15664,0.0579
15665,0.195
15666,0.182
15667,0.252
15668,0.0976
15669,0.14
15670,0.121
15671,0.296
15672,0.114
15673,0.23
15674,0.0836
15675,0.117
15676,0.113
15677,0.0837
15678,0.283
15679,0.114
15680,0.513
15681,0.311
15682,0.101
15683,0.103
15684,0.124
15685,0.11
15686,0.16
15687,0.0888
15688,0.0928
15689,0.0896
15690,0.106
15691,0.267
15692,0.0309
15693,0.087
15694,0.106
15695,0.0546
15696,0.0932
15697,0.193
15698,0.095
15699,0.238
15700,0.154
15701,0.0924
15702,0.189
15703,0.152
15704,0.442
15705,0.134
15706,0.128
15707,0.0705
15708,0.102
15709,0.194
15710,0.331
15711,0.341
15712,0.109
15713,0.122
15714,0.165
15715,0.497
15716,0.159
15717,0.224
15718,0.331
15719,0.165
15720,0.165
15721,0.341
15722,0.497
15723,0.159
15724,0.341
15725,0.165
15726,0.375
15727,0.163
15728,0.226
15729,0.226
15730,0.375
15731,
15732,0.135
15733,0.111
15734,0.077
15735,0.151
15736,0.124
15737,0.197
15738,0.341
15739,0.327
15740,0.213
15741,0.0992
15742,0.195
15743,0.109
15744,0.256
15745,0.0755
15746,0.0844
15747,0.182
15748,0.141
15749,0.103
15750,0.744
15751,0.117
15752,0.0857
15753,0.141
15754,0.164
15755,0.278
15756,0.171
15757,0.171
15758,0.107
15759,0.223
15760,0.144
15761,0.159
15762,0.183
15763,0.267
15764,0.298
15765,0.107
15766,0.537
15767,0.109
15768,0.242
15769,0.118
15770,0.165
15771,0.183
15772,0.13
15773,0.172
15774,0.272
15775,0.107
15776,0.107
15777,0.156
15778,0.272
15779,0.0955
15780,0.143
15781,0.0637
15782,0.135
15783,0.214
15784,0.575
15785,0.0859
15786,0.114
15787,0.224
15788,0.0946
15789,0.274
15790,0.274
15791,0.0946
15792,0.116
15793,0.274
15794,0.112
15795,0.119
15796,0.135
15797,0.235
15798,0.63
15799,0.0852
15800,0.192
15801,0.166
15802,0.112
15803,0.101
15804,0.35
15805,0.159
15806,0.242
15807,0.167
15808,0.106
15809,
15810,0.122
15811,0.126
15812,0.103
15813,0.113
15814,0.187
15815,0.11
15816,0.107
15817,0.163
15818,0.348
15819,0.135
15820,0.135
15821,0.182
15822,0.0737
15823,0.3
15824,0.18
15825,0.0705
15826,0.126
15827,0.112
15828,0.114
15829,0.139
15830,0.214
15831,0.178
15832,0.189
15833,0.0766
15834,0.362
15835,0.102
15836,0.156
15837,0.164
15838,0.0479
15839,0.614
15840,
15841,0.497
15842,0.342
15843,0.281
15844,0.0756
15845,0.338
15846,0.146
15847,0.362
15848,0.23
15849,0.0959
15850,0.148
15851,0.323
15852,0.148
15853,
15854,0.111
15855,0.712
15856,0.35
15857,0.151
15858,0.0671
15859,0.0662
15860,0.187
15861,0.248
15862,0.211
15863,0.0992
15864,0.195
15865,0.0952
15866,0.0984
15867,0.0964
15868,0.712
15869,0.126
15870,0.151
15871,0.0917
15872,0.114
15873,0.0619
15874,0.0866
15875,0.0992
15876,0.0917
15877,0.135
15878,0.118
15879,0.0924
15880,0.717
15881,0.121
15882,0.0705
15883,0.414
15884,
15885,0.701
15886,0.244
15887,0.0479
15888,0.334
15889,0.157
15890,0.482
15891,0.253
15892,0.135
15893,0.135
15894,0.182
15895,0.115
15896,0.219
15897,0.187
15898,0.688
15899,0.271
15900,0.949
15901,0.134
15902,0.594
15903,0.129
15904,0.102
15905,0.244
15906,0.148
15907,0.28
15908,0.352
15909,0.141
15910,0.178
15911,0.114
15912,0.208
15913,0.143
15914,0.119
15915,0.319
15916,0.0812
15917,0.293
15918,0.0996
15919,0.1
15920,0.0558
15921,0.077
15922,0.0729
15923,0.144
15924,0.242
15925,0.242
15926,0.0571
15927,0.25
15928,0.116
15929,0.274
15930,0.087
15931,0.094
15932,0.313
15933,0.106
15934,0.112
15935,0.113
15936,0.0649
15937,0.103
15938,0.0599
15939,0.329
15940,0.127
15941,0.106
15942,0.221
15943,0.257
15944,0.117
15945,0.142
15946,0.236
15947,0.383
15948,0.0928
15949,0.091
15950,0.0554
15951,0.151
15952,0.158
15953,0.339
15954,0.0863
15955,0.247
15956,
15957,0.344
15958,0.115
15959,0.0899
15960,0.129
15961,0.11
15962,0.114
15963,0.114
15964,
15965,0.11
15966,0.246
15967,0.211
15968,0.206
15969,0.191
15970,0.0806
15971,0.189
15972,0.121
15973,0.124
15974,0.267
15975,0.227
15976,0.117
15977,0.148
15978,0.0805
15979,0.44
15980,0.126
15981,0.121
15982,0.179
15983,0.105
15984,0.0866
15985,0.105
15986,0.451
15987,0.379
15988,0.0979
15989,0.0786
15990,0.0979
15991,0.0786
15992,0.166
15993,0.091
15994,0.28
15995,0.208
15996,0.304
15997,0.138
15998,0.172
15999,0.182
16000,0.192
16001,0.389
16002,0.338
16003,0.121
16004,0.12
16005,0.0916
16006,0.152
16007,0.144
16008,0.106
16009,0.231
16010,0.157
16011,0.149
16012,0.0927
16013,0.0309
16014,0.323
16015,0.136
16016,0.0788
16017,0.102
16018,0.36
16019,0.0627
16020,0.111
16021,0.144
16022,0.489
16023,0.0868
16024,0.0829
16025,0.159
16026,0.176
16027,0.138
16028,0.106
16029,0.111
16030,0.176
16031,0.123
16032,0.124
16033,0.22
16034,0.106
16035,0.137
16036,0.382
16037,0.302
16038,0.107
16039,
16040,0.111
16041,0.352
16042,0.107
16043,0.102
16044,0.0622
16045,0.125
16046,0.105
16047,0.114
16048,0.12
16049,0.603
16050,0.109
16051,0.14
16052,0.0895
16053,0.107
16054,0.101
16055,0.583
16056,0.112
16057,0.615
16058,0.0902
16059,0.331
16060,0.366
16061,0.411
16062,0.382
16063,0.0591
16064,
16065,0.104
16066,0.253
16067,0.0637
16068,0.493
16069,0.138
16070,0.127
16071,0.296
16072,0.101
16073,
16074,0.0984
16075,0.274
16076,0.175
16077,0.34
16078,0.33
16079,0.334
16080,0.11
16081,0.951
16082,0.272
16083,0.1
16084,0.113
16085,
16086,0.0611
16087,0.136
16088,0.102
16089,0.091
16090,0.292
16091,0.206
16092,0.183
16093,0.101
16094,0.119
16095,0.151
16096,0.259
16097,0.135
16098,0.214
16099,0.688
16100,0.949
16101,0.362
16102,0.171
16103,0.107
16104,0.224
16105,0.0479
16106,0.101
16107,0.0959
16108,0.415
16109,0.15
16110,0.0694
16111,0.107
16112,0.108
16113,0.291
16114,0.339
16115,0.196
16116,0.077
16117,0.196
16118,0.129
16119,0.11
16120,0.11
16121,0.105
16122,0.109
16123,0.113
16124,0.0832
16125,0.342
16126,0.0924
16127,0.297
16128,0.128
16129,0.144
16130,0.362
16131,0.0805
16132,0.224
16133,0.63
16134,0.135
16135,0.124
16136,0.149
16137,0.139
16138,0.144
16139,0.178
16140,0.108
16141,0.108
16142,0.213
16143,0.145
16144,0.0916
