,popularity
24431,70.0
24432,67.0
24433,81.0
24434,86.0
24435,62.0
24436,70.0
24437,58.0
24438,68.0
24439,58.0
24440,78.0
24441,67.0
24442,62.0
24443,55.0
24444,82.0
24445,55.0
24446,73.0
24447,62.0
24448,68.0
24449,70.0
24450,56.0
24451,50.0
24452,57.0
24453,67.0
24454,79.0
24455,57.0
24456,77.0
24457,78.0
24458,50.0
24459,50.0
24460,43.0
24461,43.0
24462,66.0
24463,62.0
24464,70.0
24465,77.0
24466,50.0
24467,72.0
24468,75.0
24469,72.0
24470,80.0
24471,84.0
24472,79.0
24473,84.0
24474,74.0
24475,74.0
24476,56.0
24477,54.0
24478,54.0
24479,72.0
24480,26.0
24481,64.0
24482,62.0
24483,83.0
24484,83.0
24485,72.0
24486,48.0
24487,75.0
24488,68.0
24489,48.0
24490,55.0
24491,75.0
24492,70.0
24493,67.0
24494,81.0
24495,60.0
24496,48.0
24497,55.0
24498,51.0
24499,60.0
24500,55.0
24501,61.0
24502,74.0
24503,55.0
24504,54.0
24505,47.0
24506,67.0
24507,70.0
24508,63.0
24509,73.0
24510,52.0
24511,70.0
24512,78.0
24513,75.0
24514,79.0
24515,81.0
24516,57.0
24517,52.0
24518,72.0
24519,80.0
24520,65.0
24521,60.0
24522,56.0
24523,72.0
24524,53.0
24525,76.0
24526,77.0
24527,71.0
24528,44.0
24529,40.0
24530,73.0
24531,83.0
24532,67.0
24533,54.0
24534,60.0
24535,73.0
24536,45.0
24537,73.0
24538,73.0
24539,76.0
24540,74.0
24541,72.0
24542,74.0
24543,59.0
24544,76.0
24545,85.0
24546,67.0
24547,67.0
24548,42.0
24549,73.0
24550,68.0
24551,62.0
24552,66.0
24553,72.0
24554,59.0
24555,52.0
24556,76.0
24557,61.0
24558,
24559,49.0
24560,47.0
24561,53.0
24562,52.0
24563,80.0
24564,54.0
24565,53.0
24566,85.0
24567,80.0
24568,
24569,57.0
24570,77.0
24571,35.0
24572,
24573,40.0
24574,64.0
24575,46.0
24576,54.0
24577,86.0
24578,73.0
24579,53.0
24580,55.0
24581,53.0
24582,62.0
24583,58.0
24584,79.0
24585,72.0
24586,76.0
24587,68.0
24588,79.0
24589,70.0
24590,53.0
24591,73.0
24592,71.0
24593,89.0
24594,73.0
24595,59.0
24596,82.0
24597,71.0
24598,58.0
24599,66.0
24600,67.0
24601,63.0
24602,53.0
24603,52.0
24604,59.0
24605,63.0
24606,73.0
24607,71.0
24608,61.0
24609,56.0
24610,50.0
24611,48.0
24612,82.0
24613,81.0
24614,86.0
24615,75.0
24616,44.0
24617,82.0
24618,60.0
24619,67.0
24620,52.0
24621,66.0
24622,68.0
24623,69.0
24624,39.0
24625,70.0
24626,79.0
24627,55.0
24628,75.0
24629,74.0
24630,57.0
24631,70.0
24632,90.0
24633,45.0
24634,72.0
24635,67.0
24636,79.0
24637,79.0
24638,33.0
24639,64.0
24640,74.0
24641,78.0
24642,59.0
24643,82.0
24644,51.0
24645,40.0
24646,57.0
24647,50.0
24648,76.0
24649,76.0
24650,74.0
24651,74.0
24652,57.0
24653,75.0
24654,51.0
24655,86.0
24656,38.0
24657,69.0
24658,72.0
24659,56.0
24660,80.0
24661,39.0
24662,85.0
24663,83.0
24664,76.0
24665,73.0
24666,53.0
24667,51.0
24668,57.0
24669,61.0
24670,64.0
24671,71.0
24672,51.0
24673,72.0
24674,69.0
24675,42.0
24676,80.0
24677,56.0
24678,70.0
24679,71.0
24680,75.0
24681,72.0
24682,79.0
24683,73.0
24684,70.0
24685,67.0
24686,70.0
24687,75.0
24688,78.0
24689,1.0
24690,71.0
24691,50.0
24692,72.0
24693,78.0
24694,65.0
24695,71.0
24696,71.0
24697,56.0
24698,82.0
24699,72.0
24700,75.0
24701,72.0
24702,69.0
24703,73.0
24704,58.0
24705,79.0
24706,37.0
24707,80.0
24708,77.0
24709,82.0
24710,45.0
24711,58.0
24712,59.0
24713,82.0
24714,78.0
24715,45.0
24716,82.0
24717,40.0
24718,57.0
24719,73.0
24720,58.0
24721,73.0
24722,47.0
24723,46.0
24724,
24725,57.0
24726,75.0
24727,84.0
24728,85.0
24729,88.0
24730,71.0
24731,84.0
24732,71.0
24733,53.0
24734,68.0
24735,70.0
24736,57.0
24737,71.0
24738,45.0
24739,37.0
24740,77.0
24741,33.0
24742,83.0
24743,64.0
24744,71.0
24745,65.0
24746,61.0
24747,72.0
24748,83.0
24749,67.0
24750,78.0
24751,65.0
24752,44.0
24753,71.0
24754,72.0
24755,58.0
24756,67.0
24757,81.0
24758,68.0
24759,61.0
24760,63.0
24761,72.0
24762,79.0
24763,80.0
24764,62.0
24765,67.0
24766,78.0
24767,66.0
24768,53.0
24769,57.0
24770,54.0
24771,75.0
24772,47.0
24773,63.0
24774,74.0
24775,83.0
24776,73.0
24777,52.0
24778,33.0
24779,67.0
24780,25.0
24781,86.0
24782,69.0
24783,72.0
24784,54.0
24785,81.0
24786,72.0
24787,29.0
24788,71.0
24789,72.0
24790,78.0
24791,3.0
24792,68.0
24793,62.0
24794,81.0
24795,72.0
24796,65.0
24797,54.0
24798,72.0
24799,55.0
24800,76.0
24801,55.0
24802,4.0
24803,60.0
24804,78.0
24805,63.0
24806,67.0
24807,60.0
24808,79.0
24809,87.0
24810,72.0
24811,52.0
24812,64.0
24813,55.0
24814,86.0
24815,48.0
24816,68.0
24817,80.0
24818,53.0
24819,44.0
24820,81.0
24821,39.0
24822,52.0
24823,64.0
24824,60.0
24825,35.0
24826,57.0
24827,83.0
24828,53.0
24829,47.0
24830,63.0
24831,44.0
24832,88.0
24833,76.0
24834,82.0
24835,73.0
24836,73.0
24837,83.0
24838,86.0
24839,83.0
24840,66.0
24841,76.0
24842,69.0
24843,79.0
24844,82.0
24845,71.0
24846,76.0
24847,51.0
24848,89.0
24849,68.0
24850,82.0
24851,53.0
24852,45.0
24853,45.0
24854,69.0
24855,74.0
24856,77.0
24857,70.0
24858,63.0
24859,86.0
24860,54.0
24861,71.0
24862,85.0
24863,75.0
24864,68.0
24865,60.0
24866,72.0
24867,
24868,48.0
24869,74.0
24870,50.0
24871,46.0
24872,55.0
24873,48.0
24874,73.0
24875,55.0
24876,62.0
24877,64.0
24878,62.0
24879,70.0
24880,71.0
24881,55.0
24882,62.0
24883,65.0
24884,68.0
24885,55.0
24886,71.0
24887,67.0
24888,75.0
24889,66.0
24890,79.0
24891,66.0
24892,73.0
24893,66.0
24894,40.0
24895,55.0
24896,54.0
24897,63.0
24898,83.0
24899,79.0
24900,80.0
24901,74.0
24902,73.0
24903,66.0
24904,66.0
24905,74.0
24906,81.0
24907,63.0
24908,75.0
24909,75.0
24910,29.0
24911,63.0
24912,71.0
24913,69.0
24914,46.0
24915,56.0
24916,70.0
24917,77.0
24918,66.0
24919,67.0
24920,80.0
24921,65.0
24922,67.0
24923,77.0
24924,83.0
24925,55.0
24926,86.0
24927,73.0
24928,69.0
24929,85.0
24930,78.0
24931,78.0
24932,73.0
24933,60.0
24934,54.0
24935,75.0
24936,65.0
24937,51.0
24938,53.0
24939,73.0
24940,58.0
24941,82.0
24942,40.0
24943,72.0
24944,67.0
24945,68.0
24946,64.0
24947,47.0
24948,67.0
24949,59.0
24950,68.0
24951,46.0
24952,51.0
24953,57.0
24954,67.0
24955,69.0
24956,52.0
24957,52.0
24958,63.0
24959,67.0
24960,74.0
24961,52.0
24962,35.0
24963,64.0
24964,74.0
24965,61.0
24966,71.0
24967,63.0
24968,34.0
24969,70.0
24970,68.0
24971,69.0
24972,65.0
24973,69.0
24974,64.0
24975,78.0
24976,72.0
24977,64.0
24978,89.0
24979,72.0
24980,86.0
24981,74.0
24982,74.0
24983,66.0
24984,32.0
24985,77.0
24986,69.0
24987,76.0
24988,63.0
24989,52.0
24990,92.0
24991,53.0
24992,82.0
24993,64.0
24994,58.0
24995,50.0
24996,65.0
24997,64.0
24998,64.0
24999,48.0
25000,59.0
25001,59.0
25002,56.0
25003,42.0
25004,44.0
25005,72.0
25006,74.0
25007,74.0
25008,77.0
25009,74.0
25010,65.0
25011,82.0
25012,63.0
25013,71.0
25014,60.0
25015,71.0
25016,83.0
25017,70.0
25018,50.0
25019,68.0
25020,52.0
25021,50.0
25022,65.0
25023,83.0
25024,72.0
25025,76.0
25026,56.0
25027,70.0
25028,61.0
25029,83.0
25030,81.0
25031,76.0
25032,59.0
25033,76.0
25034,57.0
25035,83.0
25036,67.0
25037,61.0
25038,74.0
25039,66.0
25040,73.0
25041,55.0
25042,68.0
25043,81.0
25044,72.0
25045,64.0
25046,79.0
25047,67.0
25048,71.0
25049,75.0
25050,72.0
25051,72.0
25052,44.0
25053,61.0
25054,55.0
25055,78.0
25056,71.0
25057,76.0
25058,63.0
25059,67.0
25060,81.0
25061,80.0
25062,85.0
25063,66.0
25064,36.0
25065,78.0
25066,66.0
25067,39.0
25068,72.0
25069,47.0
25070,71.0
25071,65.0
25072,59.0
25073,78.0
25074,67.0
25075,65.0
25076,57.0
25077,63.0
25078,68.0
25079,72.0
25080,67.0
25081,64.0
25082,79.0
25083,48.0
25084,69.0
25085,59.0
25086,53.0
25087,63.0
25088,53.0
25089,75.0
25090,66.0
25091,49.0
25092,49.0
25093,53.0
25094,67.0
25095,68.0
25096,68.0
25097,72.0
25098,82.0
25099,67.0
25100,75.0
25101,65.0
25102,79.0
25103,72.0
25104,66.0
25105,63.0
25106,52.0
25107,53.0
25108,82.0
25109,61.0
25110,56.0
25111,75.0
25112,70.0
25113,79.0
25114,79.0
25115,53.0
25116,61.0
25117,58.0
25118,68.0
25119,57.0
25120,73.0
25121,80.0
25122,62.0
25123,71.0
25124,78.0
25125,65.0
25126,77.0
25127,57.0
25128,58.0
25129,66.0
25130,55.0
25131,69.0
25132,71.0
25133,62.0
25134,82.0
25135,54.0
25136,64.0
25137,76.0
25138,67.0
25139,71.0
25140,
25141,
25142,68.0
25143,68.0
25144,75.0
25145,73.0
25146,82.0
25147,57.0
25148,69.0
25149,77.0
25150,74.0
25151,50.0
25152,75.0
25153,80.0
25154,63.0
25155,73.0
25156,86.0
25157,63.0
25158,74.0
25159,76.0
25160,54.0
25161,65.0
25162,60.0
25163,72.0
25164,68.0
25165,82.0
25166,48.0
25167,66.0
25168,56.0
25169,37.0
25170,66.0
25171,85.0
25172,72.0
25173,73.0
25174,67.0
25175,72.0
25176,61.0
25177,83.0
25178,67.0
25179,70.0
25180,63.0
25181,52.0
25182,77.0
25183,81.0
25184,
25185,37.0
25186,75.0
25187,81.0
25188,80.0
25189,66.0
25190,40.0
25191,45.0
25192,54.0
25193,19.0
25194,80.0
25195,62.0
25196,56.0
25197,67.0
25198,76.0
25199,73.0
25200,57.0
25201,43.0
25202,67.0
25203,68.0
25204,54.0
25205,68.0
25206,35.0
25207,80.0
25208,39.0
25209,79.0
25210,53.0
25211,45.0
25212,61.0
25213,50.0
25214,79.0
25215,72.0
25216,45.0
25217,61.0
25218,77.0
25219,50.0
25220,88.0
25221,74.0
25222,46.0
25223,68.0
25224,74.0
25225,76.0
25226,58.0
25227,76.0
25228,66.0
25229,63.0
25230,85.0
25231,73.0
25232,83.0
25233,65.0
25234,85.0
25235,56.0
25236,61.0
25237,51.0
25238,63.0
25239,66.0
25240,79.0
25241,
25242,73.0
25243,55.0
25244,81.0
25245,62.0
25246,63.0
25247,39.0
25248,78.0
25249,79.0
25250,77.0
25251,64.0
25252,56.0
25253,52.0
25254,71.0
25255,68.0
25256,68.0
25257,69.0
25258,76.0
25259,61.0
25260,
25261,55.0
25262,80.0
25263,57.0
25264,64.0
25265,56.0
25266,65.0
25267,72.0
25268,61.0
25269,73.0
25270,85.0
25271,74.0
25272,44.0
25273,60.0
25274,63.0
25275,76.0
25276,67.0
25277,70.0
25278,67.0
25279,68.0
25280,60.0
25281,57.0
25282,74.0
25283,76.0
25284,75.0
25285,54.0
25286,55.0
25287,62.0
25288,61.0
25289,83.0
25290,76.0
25291,51.0
25292,55.0
25293,59.0
25294,63.0
25295,60.0
25296,54.0
25297,68.0
25298,68.0
25299,69.0
25300,74.0
25301,77.0
25302,75.0
25303,61.0
25304,80.0
25305,64.0
25306,77.0
25307,76.0
25308,76.0
25309,58.0
25310,66.0
25311,76.0
25312,74.0
25313,85.0
25314,55.0
25315,57.0
25316,86.0
25317,51.0
25318,61.0
25319,66.0
25320,82.0
25321,60.0
25322,58.0
25323,62.0
25324,63.0
25325,67.0
25326,80.0
25327,60.0
25328,58.0
25329,67.0
25330,59.0
25331,57.0
25332,49.0
25333,76.0
25334,65.0
25335,
25336,72.0
25337,80.0
25338,76.0
25339,62.0
25340,67.0
25341,68.0
25342,66.0
25343,77.0
25344,60.0
25345,81.0
25346,56.0
25347,34.0
25348,80.0
25349,51.0
25350,64.0
25351,85.0
25352,72.0
25353,76.0
25354,66.0
25355,
25356,80.0
25357,81.0
25358,73.0
25359,79.0
25360,76.0
25361,72.0
25362,75.0
25363,60.0
25364,51.0
25365,80.0
25366,79.0
25367,51.0
25368,79.0
25369,33.0
25370,68.0
25371,54.0
25372,79.0
25373,83.0
25374,77.0
25375,85.0
25376,61.0
25377,76.0
25378,56.0
25379,73.0
25380,76.0
25381,55.0
25382,52.0
25383,28.0
25384,62.0
25385,60.0
25386,54.0
25387,55.0
25388,57.0
25389,73.0
25390,74.0
25391,72.0
25392,61.0
25393,76.0
25394,71.0
25395,72.0
25396,61.0
25397,78.0
25398,78.0
25399,76.0
25400,72.0
25401,49.0
25402,65.0
25403,70.0
25404,68.0
25405,54.0
25406,58.0
25407,70.0
25408,86.0
25409,76.0
25410,59.0
25411,78.0
25412,79.0
25413,27.0
25414,59.0
25415,54.0
25416,79.0
25417,46.0
25418,50.0
25419,76.0
25420,54.0
25421,26.0
25422,66.0
25423,53.0
25424,72.0
25425,68.0
25426,71.0
25427,54.0
25428,51.0
25429,60.0
25430,68.0
25431,72.0
25432,82.0
25433,26.0
25434,74.0
25435,54.0
25436,51.0
25437,51.0
25438,71.0
25439,71.0
25440,72.0
25441,53.0
25442,76.0
25443,80.0
25444,72.0
25445,56.0
25446,73.0
25447,40.0
25448,39.0
25449,59.0
25450,64.0
25451,70.0
25452,63.0
25453,76.0
25454,62.0
25455,69.0
25456,66.0
25457,51.0
25458,65.0
25459,74.0
25460,87.0
25461,80.0
25462,77.0
25463,68.0
25464,85.0
25465,68.0
25466,77.0
25467,42.0
25468,78.0
25469,69.0
25470,74.0
25471,66.0
25472,56.0
25473,82.0
25474,62.0
25475,56.0
25476,54.0
25477,67.0
25478,44.0
25479,51.0
25480,80.0
25481,70.0
25482,71.0
25483,65.0
25484,74.0
25485,57.0
25486,61.0
25487,58.0
25488,37.0
25489,76.0
25490,76.0
25491,83.0
25492,67.0
25493,75.0
25494,72.0
25495,58.0
25496,61.0
25497,76.0
25498,83.0
25499,82.0
25500,67.0
25501,72.0
25502,50.0
25503,64.0
25504,76.0
25505,73.0
25506,54.0
25507,60.0
25508,45.0
25509,19.0
25510,56.0
25511,58.0
25512,61.0
25513,71.0
25514,77.0
25515,74.0
25516,85.0
25517,70.0
25518,37.0
25519,67.0
25520,79.0
25521,79.0
25522,59.0
25523,61.0
25524,72.0
25525,80.0
25526,80.0
25527,44.0
25528,60.0
25529,80.0
25530,79.0
25531,60.0
25532,63.0
25533,74.0
25534,76.0
25535,66.0
25536,62.0
25537,67.0
25538,66.0
25539,63.0
25540,82.0
25541,57.0
25542,78.0
25543,46.0
25544,75.0
25545,73.0
25546,80.0
25547,62.0
25548,65.0
25549,59.0
25550,35.0
25551,69.0
25552,31.0
25553,86.0
25554,12.0
25555,81.0
25556,79.0
25557,75.0
25558,60.0
25559,55.0
25560,46.0
25561,62.0
25562,79.0
25563,80.0
25564,66.0
25565,78.0
25566,90.0
25567,62.0
25568,55.0
25569,78.0
25570,2.0
25571,62.0
25572,69.0
25573,66.0
25574,62.0
25575,80.0
25576,77.0
25577,80.0
25578,74.0
25579,74.0
25580,75.0
25581,69.0
25582,85.0
25583,44.0
25584,71.0
25585,57.0
25586,66.0
25587,76.0
25588,88.0
25589,72.0
25590,33.0
25591,60.0
25592,61.0
25593,35.0
25594,57.0
25595,76.0
25596,63.0
25597,83.0
25598,25.0
25599,53.0
25600,68.0
25601,57.0
25602,40.0
25603,82.0
25604,57.0
25605,28.0
25606,69.0
25607,78.0
25608,56.0
25609,65.0
25610,65.0
25611,68.0
25612,56.0
25613,44.0
25614,44.0
25615,73.0
25616,58.0
25617,81.0
25618,75.0
25619,69.0
25620,48.0
25621,51.0
25622,56.0
25623,64.0
25624,71.0
25625,86.0
25626,60.0
25627,80.0
25628,81.0
25629,64.0
25630,53.0
25631,63.0
25632,68.0
25633,82.0
25634,49.0
25635,81.0
25636,45.0
25637,64.0
25638,69.0
25639,35.0
25640,68.0
25641,63.0
25642,66.0
25643,65.0
25644,74.0
25645,73.0
25646,66.0
25647,61.0
25648,56.0
25649,71.0
25650,83.0
25651,73.0
25652,73.0
25653,53.0
25654,63.0
25655,73.0
25656,74.0
25657,53.0
25658,73.0
25659,57.0
25660,76.0
25661,76.0
25662,45.0
25663,71.0
25664,76.0
25665,41.0
25666,38.0
25667,75.0
25668,61.0
25669,64.0
25670,62.0
25671,62.0
25672,52.0
25673,68.0
25674,61.0
25675,60.0
25676,80.0
25677,75.0
25678,53.0
25679,59.0
25680,65.0
25681,
25682,55.0
25683,77.0
25684,45.0
25685,88.0
25686,70.0
25687,78.0
25688,76.0
25689,61.0
25690,82.0
25691,40.0
25692,45.0
25693,65.0
25694,76.0
25695,73.0
25696,74.0
25697,53.0
25698,66.0
25699,68.0
25700,74.0
25701,59.0
25702,45.0
25703,64.0
25704,77.0
25705,58.0
25706,86.0
25707,75.0
25708,56.0
25709,42.0
25710,85.0
25711,71.0
25712,70.0
25713,75.0
25714,73.0
25715,76.0
25716,54.0
25717,80.0
25718,65.0
25719,83.0
25720,70.0
25721,67.0
25722,75.0
25723,63.0
25724,69.0
25725,67.0
25726,61.0
25727,70.0
25728,56.0
25729,70.0
25730,74.0
25731,73.0
25732,70.0
25733,70.0
25734,65.0
25735,62.0
25736,78.0
25737,78.0
25738,70.0
25739,47.0
25740,75.0
25741,65.0
25742,73.0
25743,68.0
25744,71.0
25745,65.0
25746,73.0
25747,64.0
25748,
25749,48.0
25750,64.0
25751,51.0
25752,71.0
25753,59.0
25754,57.0
25755,
25756,69.0
25757,55.0
25758,59.0
25759,78.0
25760,61.0
25761,46.0
25762,
25763,65.0
25764,75.0
25765,75.0
25766,63.0
25767,82.0
25768,45.0
25769,56.0
25770,71.0
25771,60.0
25772,46.0
25773,79.0
25774,68.0
25775,58.0
25776,69.0
25777,53.0
25778,75.0
25779,53.0
25780,57.0
25781,82.0
25782,81.0
25783,56.0
25784,76.0
25785,62.0
25786,43.0
25787,77.0
25788,73.0
25789,64.0
25790,57.0
25791,57.0
25792,73.0
25793,62.0
25794,73.0
25795,74.0
25796,76.0
25797,82.0
25798,74.0
25799,80.0
25800,80.0
25801,39.0
25802,63.0
25803,75.0
25804,75.0
25805,63.0
25806,80.0
25807,73.0
25808,72.0
25809,63.0
25810,76.0
25811,59.0
25812,83.0
25813,70.0
25814,77.0
25815,79.0
25816,71.0
25817,0.0
25818,68.0
25819,53.0
25820,62.0
25821,60.0
25822,67.0
25823,70.0
25824,58.0
25825,75.0
25826,38.0
25827,64.0
25828,77.0
25829,55.0
25830,63.0
25831,75.0
25832,61.0
25833,65.0
25834,51.0
25835,59.0
25836,66.0
25837,4.0
25838,72.0
25839,72.0
25840,58.0
25841,77.0
25842,53.0
25843,64.0
25844,75.0
25845,44.0
25846,54.0
25847,55.0
25848,64.0
25849,29.0
25850,
25851,79.0
25852,73.0
25853,68.0
25854,73.0
25855,61.0
25856,84.0
25857,84.0
25858,74.0
25859,78.0
25860,81.0
25861,81.0
25862,80.0
25863,76.0
25864,60.0
25865,73.0
25866,65.0
25867,86.0
25868,71.0
25869,75.0
25870,45.0
25871,61.0
25872,79.0
25873,56.0
25874,71.0
25875,68.0
25876,53.0
25877,68.0
25878,78.0
25879,71.0
25880,87.0
25881,81.0
25882,50.0
25883,48.0
25884,39.0
25885,54.0
25886,67.0
25887,76.0
25888,70.0
25889,54.0
25890,70.0
25891,76.0
25892,85.0
25893,70.0
25894,51.0
25895,81.0
25896,76.0
25897,83.0
25898,60.0
25899,75.0
25900,72.0
25901,36.0
25902,54.0
25903,69.0
25904,79.0
25905,66.0
25906,73.0
25907,75.0
25908,62.0
25909,71.0
25910,75.0
25911,80.0
25912,65.0
25913,64.0
25914,82.0
25915,78.0
25916,92.0
25917,78.0
25918,94.0
25919,71.0
25920,70.0
25921,75.0
25922,75.0
25923,67.0
25924,78.0
25925,72.0
25926,42.0
25927,80.0
25928,55.0
25929,56.0
25930,65.0
25931,78.0
25932,37.0
25933,72.0
25934,82.0
25935,76.0
25936,36.0
25937,55.0
25938,76.0
25939,62.0
25940,68.0
25941,68.0
25942,
25943,
25944,68.0
25945,59.0
25946,87.0
25947,63.0
25948,85.0
25949,
25950,76.0
25951,33.0
25952,51.0
25953,74.0
25954,44.0
25955,72.0
25956,51.0
25957,77.0
25958,72.0
25959,75.0
25960,
25961,78.0
25962,79.0
25963,73.0
25964,5.0
25965,81.0
25966,59.0
25967,28.0
25968,62.0
25969,70.0
25970,73.0
25971,33.0
25972,45.0
25973,54.0
25974,19.0
25975,73.0
25976,78.0
25977,76.0
25978,69.0
25979,59.0
25980,78.0
25981,84.0
25982,60.0
25983,55.0
25984,57.0
25985,72.0
25986,69.0
25987,62.0
25988,67.0
25989,49.0
25990,70.0
25991,71.0
25992,48.0
25993,90.0
25994,71.0
25995,54.0
25996,67.0
25997,29.0
25998,70.0
25999,63.0
26000,79.0
26001,56.0
26002,61.0
26003,78.0
26004,56.0
26005,70.0
26006,66.0
26007,62.0
26008,65.0
26009,81.0
26010,1.0
26011,76.0
26012,39.0
26013,63.0
26014,56.0
26015,79.0
26016,57.0
26017,53.0
26018,3.0
26019,90.0
26020,73.0
26021,75.0
26022,69.0
26023,71.0
26024,51.0
26025,85.0
26026,84.0
26027,66.0
26028,55.0
26029,53.0
26030,73.0
26031,82.0
26032,73.0
26033,73.0
26034,57.0
26035,72.0
26036,62.0
26037,74.0
26038,56.0
26039,82.0
26040,84.0
26041,51.0
26042,68.0
26043,75.0
26044,64.0
26045,60.0
26046,56.0
26047,
26048,79.0
26049,53.0
26050,48.0
26051,83.0
26052,81.0
26053,72.0
26054,92.0
26055,50.0
26056,12.0
26057,70.0
26058,70.0
26059,57.0
26060,70.0
26061,72.0
26062,76.0
26063,76.0
26064,67.0
26065,65.0
26066,59.0
26067,69.0
26068,77.0
26069,55.0
26070,76.0
26071,58.0
26072,50.0
26073,47.0
26074,76.0
26075,69.0
26076,60.0
26077,81.0
26078,73.0
26079,67.0
26080,61.0
26081,62.0
26082,70.0
26083,81.0
26084,49.0
26085,73.0
26086,70.0
26087,73.0
26088,68.0
26089,79.0
26090,84.0
26091,81.0
26092,69.0
26093,79.0
26094,76.0
26095,81.0
26096,83.0
26097,70.0
26098,73.0
26099,73.0
26100,74.0
26101,57.0
26102,84.0
26103,78.0
26104,67.0
26105,70.0
26106,70.0
26107,70.0
26108,67.0
26109,75.0
26110,66.0
26111,72.0
26112,79.0
26113,59.0
26114,77.0
26115,67.0
26116,61.0
26117,69.0
26118,78.0
26119,63.0
26120,83.0
26121,74.0
26122,41.0
26123,67.0
26124,33.0
26125,75.0
26126,92.0
26127,51.0
26128,0.0
26129,87.0
26130,
26131,54.0
26132,50.0
26133,74.0
26134,76.0
26135,56.0
26136,56.0
26137,63.0
26138,73.0
26139,66.0
26140,49.0
26141,73.0
26142,74.0
26143,49.0
26144,79.0
26145,57.0
26146,70.0
26147,76.0
26148,51.0
26149,70.0
26150,45.0
26151,71.0
26152,63.0
26153,69.0
26154,65.0
26155,44.0
26156,37.0
26157,70.0
26158,59.0
26159,63.0
26160,75.0
26161,60.0
26162,73.0
26163,68.0
26164,68.0
26165,70.0
26166,81.0
26167,62.0
26168,61.0
26169,44.0
26170,59.0
26171,62.0
26172,54.0
26173,76.0
26174,52.0
26175,61.0
26176,40.0
26177,57.0
26178,65.0
26179,37.0
26180,60.0
26181,66.0
26182,66.0
26183,78.0
26184,64.0
26185,61.0
26186,70.0
26187,54.0
26188,54.0
26189,29.0
26190,69.0
26191,68.0
26192,76.0
26193,71.0
26194,78.0
26195,65.0
26196,54.0
26197,67.0
26198,32.0
26199,61.0
26200,70.0
26201,68.0
26202,72.0
26203,60.0
26204,37.0
26205,60.0
26206,66.0
26207,60.0
26208,55.0
26209,54.0
26210,55.0
26211,71.0
26212,57.0
26213,76.0
26214,73.0
26215,68.0
26216,67.0
26217,70.0
26218,79.0
26219,74.0
26220,68.0
26221,68.0
26222,5.0
26223,60.0
26224,54.0
26225,74.0
26226,46.0
26227,90.0
26228,53.0
26229,81.0
26230,44.0
26231,88.0
26232,76.0
26233,54.0
26234,75.0
26235,74.0
26236,62.0
26237,50.0
26238,61.0
26239,5.0
26240,74.0
26241,64.0
26242,81.0
26243,56.0
26244,64.0
26245,88.0
26246,66.0
26247,64.0
26248,77.0
26249,79.0
26250,69.0
26251,78.0
26252,51.0
26253,53.0
26254,74.0
26255,76.0
26256,55.0
26257,85.0
26258,65.0
26259,50.0
26260,61.0
26261,78.0
26262,80.0
26263,76.0
26264,85.0
26265,67.0
26266,70.0
26267,75.0
26268,75.0
26269,51.0
26270,74.0
26271,70.0
26272,72.0
26273,3.0
26274,53.0
26275,58.0
26276,81.0
26277,83.0
26278,52.0
26279,70.0
26280,67.0
26281,84.0
26282,70.0
26283,31.0
26284,49.0
26285,61.0
26286,87.0
26287,66.0
26288,56.0
26289,72.0
26290,65.0
26291,51.0
26292,
26293,54.0
26294,58.0
26295,52.0
26296,
26297,51.0
26298,48.0
26299,70.0
26300,56.0
26301,58.0
26302,67.0
26303,59.0
26304,72.0
26305,33.0
26306,72.0
26307,63.0
26308,58.0
26309,58.0
26310,73.0
26311,62.0
26312,40.0
26313,54.0
26314,39.0
26315,70.0
26316,36.0
26317,58.0
26318,39.0
26319,54.0
26320,54.0
26321,49.0
26322,85.0
26323,57.0
26324,63.0
26325,48.0
26326,84.0
26327,73.0
26328,76.0
26329,76.0
26330,84.0
26331,84.0
26332,73.0
26333,73.0
26334,58.0
26335,73.0
26336,73.0
26337,63.0
26338,79.0
26339,84.0
26340,79.0
26341,63.0
26342,82.0
26343,72.0
26344,73.0
26345,67.0
26346,70.0
26347,72.0
26348,67.0
26349,67.0
26350,76.0
26351,63.0
26352,67.0
26353,60.0
26354,52.0
26355,61.0
26356,4.0
26357,71.0
26358,51.0
26359,63.0
26360,54.0
26361,68.0
26362,77.0
26363,70.0
26364,46.0
26365,62.0
26366,59.0
26367,71.0
26368,87.0
26369,83.0
26370,50.0
26371,85.0
26372,63.0
26373,77.0
26374,77.0
26375,67.0
26376,67.0
26377,72.0
26378,72.0
26379,77.0
26380,77.0
26381,75.0
26382,66.0
26383,77.0
26384,77.0
26385,67.0
26386,82.0
26387,73.0
26388,52.0
26389,62.0
26390,72.0
26391,71.0
26392,77.0
26393,66.0
26394,64.0
26395,71.0
26396,77.0
26397,71.0
26398,66.0
26399,68.0
26400,58.0
26401,46.0
26402,64.0
26403,67.0
26404,78.0
26405,67.0
26406,57.0
26407,69.0
26408,70.0
26409,78.0
26410,81.0
26411,58.0
26412,53.0
26413,57.0
26414,76.0
26415,56.0
26416,58.0
26417,64.0
26418,57.0
26419,55.0
26420,65.0
26421,33.0
26422,54.0
26423,41.0
26424,49.0
26425,76.0
26426,73.0
26427,61.0
26428,48.0
26429,65.0
26430,65.0
26431,65.0
26432,61.0
26433,75.0
26434,78.0
26435,51.0
26436,52.0
26437,
26438,62.0
26439,75.0
26440,81.0
