,speechiness
16794,0.367
16795,0.0816
16796,0.0573
16797,0.105
16798,0.101
16799,0.0339
16800,0.0836
16801,0.172
16802,0.248
16803,0.085
16804,0.321
16805,0.0666
16806,0.0997
16807,0.377
16808,0.221
16809,0.486
16810,0.194
16811,0.0426
16812,0.0411
16813,0.0997
16814,0.321
16815,0.193
16816,0.225
16817,0.0428
16818,0.341
16819,0.395
16820,0.462
16821,0.302
16822,0.0582
16823,0.2
16824,0.354
16825,0.307
16826,0.0351
16827,0.275
16828,0.264
16829,0.0538
16830,0.481
16831,0.342
16832,0.0406
16833,0.104
16834,0.192
16835,0.456
16836,0.0716
16837,0.044
16838,0.221
16839,0.202
16840,0.0315
16841,0.0321
16842,0.387
16843,0.359
16844,0.252
16845,0.401
16846,0.032
16847,0.0618
16848,0.262
16849,0.0357
16850,0.125
16851,0.142
16852,0.344
16853,0.209
16854,0.23
16855,0.0349
16856,0.257
16857,0.0549
16858,0.341
16859,0.0608
16860,0.38
16861,0.257
16862,0.0549
16863,0.334
16864,0.272
16865,0.157
16866,0.086
16867,0.303
16868,0.367
16869,0.205
16870,0.162
16871,0.0479
16872,0.304
16873,0.0539
16874,0.178
16875,0.321
16876,0.131
16877,0.0325
16878,0.0582
16879,0.0347
16880,0.0406
16881,0.148
16882,0.04
16883,0.0484
16884,0.376
16885,0.12
16886,0.225
16887,0.101
16888,0.153
16889,0.0369
16890,0.0286
16891,0.0537
16892,0.0623
16893,0.0409
16894,0.101
16895,0.208
16896,0.0434
16897,0.0409
16898,0.0914
16899,0.0434
16900,0.0914
16901,0.158
16902,0.209
16903,0.105
16904,0.415
16905,0.217
16906,0.0305
16907,0.0851
16908,0.0654
16909,0.312
16910,0.0443
16911,0.0666
16912,0.285
16913,0.28
16914,0.52
16915,0.376
16916,0.235
16917,0.0574
16918,0.239
16919,0.311
16920,0.428
16921,
16922,0.135
16923,0.211
16924,0.482
16925,0.126
16926,0.137
16927,0.274
16928,0.146
16929,0.377
16930,0.0893
16931,0.192
16932,0.225
16933,0.221
16934,0.382
16935,0.286
16936,0.0735
16937,0.0422
16938,0.0305
16939,0.207
16940,0.0422
16941,0.0735
16942,0.0316
16943,0.0721
16944,0.0466
16945,0.0313
16946,0.127
16947,0.0539
16948,0.0342
16949,0.0538
16950,0.0604
16951,0.0358
16952,0.106
16953,0.187
16954,0.159
16955,0.0257
16956,0.0513
16957,0.375
16958,0.135
16959,0.0572
16960,0.144
16961,0.38
16962,0.356
16963,0.0351
16964,0.0539
16965,0.0305
16966,0.276
16967,0.092
16968,0.12
16969,0.0962
16970,0.551
16971,0.136
16972,0.23
16973,0.0882
16974,0.0323
16975,0.49
16976,0.0367
16977,0.0388
16978,0.212
16979,0.464
16980,0.106
16981,0.181
16982,0.222
16983,0.25
16984,0.212
16985,0.0915
16986,0.0412
16987,0.0439
16988,0.52
16989,0.106
16990,0.0442
16991,0.159
16992,0.343
16993,0.264
16994,0.0621
16995,0.114
16996,0.418
16997,0.146
16998,0.0369
16999,0.0326
17000,0.3
17001,0.392
17002,0.0904
17003,0.134
17004,0.417
17005,0.321
17006,0.263
17007,0.239
17008,0.323
17009,0.338
17010,0.245
17011,0.119
17012,0.343
17013,0.53
17014,0.0907
17015,0.0316
17016,0.0513
17017,0.0722
17018,0.29
17019,0.044
17020,0.0484
17021,0.0315
17022,0.208
17023,0.262
17024,0.302
17025,0.0531
17026,0.0882
17027,0.181
17028,0.484
17029,0.291
17030,0.239
17031,0.28
17032,0.43
17033,0.0402
17034,0.0549
17035,0.193
17036,0.0823
17037,0.0402
17038,
17039,0.177
17040,0.341
17041,0.323
17042,0.346
17043,0.397
17044,0.397
17045,0.187
17046,0.137
17047,0.311
17048,0.378
17049,0.0822
17050,0.425
17051,0.277
17052,0.277
17053,0.106
17054,0.346
17055,0.346
17056,0.311
17057,0.0281
17058,0.12
17059,0.351
17060,0.415
17061,0.157
17062,0.0424
17063,0.179
17064,0.137
17065,0.397
17066,0.231
17067,0.117
17068,0.28
17069,0.175
17070,0.0424
17071,0.176
17072,0.297
17073,0.0468
17074,0.308
17075,0.137
17076,0.239
17077,0.0616
17078,0.0555
17079,0.397
17080,0.209
17081,0.397
17082,0.115
17083,0.0819
17084,0.445
17085,0.127
17086,0.342
17087,0.186
17088,0.127
17089,0.355
17090,0.36
17091,0.328
17092,0.0454
17093,0.0454
17094,0.0722
17095,
17096,0.186
17097,0.36
17098,0.0454
17099,0.135
17100,0.169
17101,0.0712
17102,0.225
17103,0.079
17104,
17105,0.0747
17106,0.246
17107,0.17
17108,0.0359
17109,0.169
17110,0.08
17111,0.307
17112,0.428
17113,0.428
17114,0.08
17115,0.169
17116,0.126
17117,0.27
17118,0.412
17119,0.392
17120,0.0514
17121,0.307
17122,0.27
17123,0.0872
17124,0.0574
17125,
17126,0.0528
17127,0.25
17128,0.298
17129,0.308
17130,0.242
17131,0.292
17132,0.377
17133,0.342
17134,0.298
17135,0.342
17136,0.242
17137,0.369
17138,0.0345
17139,0.0468
17140,0.0345
17141,0.369
17142,0.149
17143,0.268
17144,0.195
17145,0.419
17146,0.0305
17147,0.26
17148,0.52
17149,0.387
17150,0.353
17151,0.125
17152,0.0425
17153,0.0388
17154,0.13
17155,0.202
17156,0.0722
17157,0.458
17158,0.0324
17159,0.28
17160,0.0981
17161,0.472
17162,0.0325
17163,0.0629
17164,0.39
17165,0.501
17166,0.0388
17167,0.0722
17168,0.0325
17169,0.216
17170,0.501
17171,0.0431
17172,0.0431
17173,0.0342
17174,0.0844
17175,0.0844
17176,0.0666
17177,0.242
17178,0.0872
17179,0.0533
17180,0.254
17181,0.122
17182,0.122
17183,0.0682
17184,0.163
17185,0.421
17186,0.129
17187,0.156
17188,0.484
17189,0.325
17190,0.27
17191,0.0688
17192,0.159
17193,0.474
17194,0.421
17195,0.27
17196,
17197,0.234
17198,0.0527
17199,0.029
17200,0.131
17201,0.317
17202,0.508
17203,0.138
17204,0.194
17205,0.311
17206,0.106
17207,0.187
17208,0.306
17209,0.335
17210,0.071
17211,0.154
17212,0.302
17213,0.275
17214,0.0893
17215,0.0433
17216,0.0441
17217,0.2
17218,0.0319
17219,0.0466
17220,0.223
17221,0.119
17222,0.0519
17223,0.278
17224,0.0838
17225,0.222
17226,0.105
17227,0.311
17228,0.304
17229,0.505
17230,0.239
17231,0.348
17232,0.433
17233,0.0461
17234,0.105
17235,0.0314
17236,0.433
17237,0.25
17238,0.0641
17239,0.243
17240,0.0732
17241,0.0831
17242,0.334
17243,0.0257
17244,0.319
17245,0.262
17246,0.341
17247,0.123
17248,0.0996
17249,0.132
17250,0.353
17251,0.0859
17252,0.0364
17253,0.28
17254,0.0487
17255,0.362
17256,0.187
17257,0.202
17258,0.0588
17259,0.097
17260,0.0635
17261,0.0281
17262,0.331
17263,0.259
17264,0.311
17265,0.221
17266,0.085
17267,0.0654
17268,0.0358
17269,0.272
17270,0.089
17271,0.0435
17272,0.47
17273,0.0787
17274,0.0635
17275,0.331
17276,0.0485
17277,0.397
17278,0.0735
17279,0.426
17280,0.132
17281,0.544
17282,0.162
17283,0.111
17284,0.414
17285,0.0682
17286,0.0273
17287,0.0709
17288,0.176
17289,0.129
17290,0.336
17291,0.0261
17292,0.0859
17293,0.364
17294,0.209
17295,0.33
17296,0.413
17297,0.0433
17298,0.129
17299,0.351
17300,0.102
17301,0.397
17302,0.137
17303,0.338
17304,0.214
17305,0.214
17306,0.311
17307,0.202
17308,0.149
17309,0.104
17310,0.435
17311,0.0559
17312,0.0454
17313,0.157
17314,0.357
17315,0.0468
17316,0.239
17317,0.127
17318,0.0359
17319,0.384
17320,0.0941
17321,0.117
17322,0.212
17323,0.0838
17324,
17325,0.0347
17326,0.157
17327,0.166
17328,0.212
17329,0.306
17330,0.0991
17331,0.222
17332,0.0347
17333,0.0666
17334,0.0828
17335,0.31
17336,0.187
17337,0.619
17338,0.106
17339,0.0313
17340,0.0736
17341,0.0375
17342,0.138
17343,0.0468
17344,0.0358
17345,0.136
17346,0.0527
17347,0.117
17348,0.354
17349,0.278
17350,0.357
17351,0.194
17352,0.0549
17353,0.0468
17354,0.0527
17355,0.231
17356,0.421
17357,0.131
17358,0.619
17359,0.267
17360,0.087
17361,0.209
17362,0.305
17363,0.415
17364,0.425
17365,0.106
17366,0.172
17367,0.204
17368,0.208
17369,0.0618
17370,0.0412
17371,0.19
17372,0.0433
17373,0.0538
17374,0.0357
17375,0.0441
17376,0.339
17377,0.17
17378,0.275
17379,0.286
17380,0.134
17381,0.286
17382,0.136
17383,0.0941
17384,0.0685
17385,0.0401
17386,0.151
17387,0.151
17388,0.0401
17389,0.339
17390,0.0941
17391,0.259
17392,0.027
17393,0.151
17394,0.027
17395,0.259
17396,0.18
17397,0.177
17398,0.0741
17399,0.221
17400,0.355
17401,0.0666
17402,0.277
17403,0.418
17404,0.198
17405,0.421
17406,0.0393
17407,0.505
17408,0.221
17409,0.097
17410,0.166
17411,0.035
17412,0.297
17413,0.0313
17414,0.168
17415,0.419
17416,0.0424
17417,0.0582
17418,0.2
17419,0.251
17420,0.035
17421,0.269
17422,0.0424
17423,0.447
17424,0.248
17425,0.0379
17426,0.145
17427,0.162
17428,0.084
17429,0.341
17430,0.415
17431,0.0426
17432,0.283
17433,0.0893
17434,0.0439
17435,0.222
17436,0.0468
17437,0.0859
17438,0.369
17439,0.409
17440,0.0706
17441,0.0572
17442,0.371
17443,0.29
17444,0.409
17445,0.15
17446,0.209
17447,0.365
17448,0.0458
17449,0.0819
17450,0.346
17451,0.311
17452,0.19
17453,0.0996
17454,0.234
17455,0.0363
17456,0.26
17457,0.282
17458,0.179
17459,0.22
17460,0.29
17461,0.0842
17462,0.0315
17463,0.311
17464,0.0452
17465,0.19
17466,0.0435
17467,0.125
17468,0.283
17469,0.104
17470,0.503
17471,0.094
17472,0.338
17473,0.0523
17474,0.39
17475,0.338
17476,0.0409
17477,0.0902
17478,0.26
17479,0.0641
17480,0.367
17481,0.225
17482,0.191
17483,0.318
17484,0.169
17485,0.325
17486,0.132
17487,0.178
17488,0.185
17489,0.0633
17490,0.136
17491,0.0411
17492,0.167
17493,0.304
17494,0.274
17495,0.271
17496,0.0666
17497,0.134
17498,0.239
17499,0.209
17500,0.135
17501,0.292
17502,0.334
17503,0.2
17504,0.102
17505,0.0741
17506,0.334
17507,0.0433
17508,0.425
17509,0.0374
17510,0.0339
17511,0.334
17512,0.0554
17513,0.0338
17514,0.0342
17515,0.043
17516,0.0318
17517,0.052
17518,0.0642
17519,0.0339
17520,0.0604
17521,0.0496
17522,0.0644
17523,0.2
17524,0.209
17525,0.162
17526,0.0676
17527,0.343
17528,0.193
17529,0.337
17530,0.186
17531,0.137
17532,0.0363
17533,0.0623
17534,0.0434
17535,0.0312
17536,0.26
17537,0.121
17538,0.0346
17539,0.134
17540,0.135
17541,0.0669
17542,0.0479
17543,0.0376
17544,0.232
17545,0.0452
17546,0.0621
17547,0.334
17548,0.209
17549,0.0369
17550,0.0319
17551,0.106
17552,0.343
17553,0.544
17554,0.0632
17555,0.208
17556,0.104
17557,0.242
17558,0.149
17559,0.399
17560,0.334
17561,0.0816
17562,0.121
17563,0.0712
17564,0.159
17565,0.0383
17566,0.537
17567,0.0528
17568,0.235
17569,0.162
17570,0.269
17571,0.059
17572,0.194
17573,0.168
17574,0.0433
17575,0.0281
17576,0.0358
17577,0.129
17578,0.418
17579,0.251
17580,0.0419
17581,0.0784
17582,0.104
17583,0.296
17584,0.21
17585,0.0676
17586,0.0842
17587,0.467
17588,0.0671
17589,0.484
17590,0.425
17591,0.0549
17592,0.0721
17593,0.0803
17594,0.0422
17595,0.197
17596,0.0374
17597,0.282
17598,0.276
17599,0.1
17600,0.279
17601,0.0273
17602,0.0977
17603,0.0623
17604,0.0682
17605,0.0819
17606,0.397
17607,0.0453
17608,0.125
17609,0.0661
17610,0.0851
17611,0.148
17612,0.129
17613,0.131
17614,0.0325
17615,0.198
17616,0.135
17617,0.0325
17618,0.297
17619,0.318
17620,0.341
17621,0.484
17622,0.0582
17623,0.245
17624,0.127
17625,0.135
17626,0.0359
17627,0.23
17628,0.0549
17629,0.312
17630,0.334
17631,0.297
17632,0.341
17633,0.38
17634,0.0358
17635,0.418
17636,0.0579
17637,0.426
17638,0.05
17639,0.191
17640,0.377
17641,0.467
17642,0.0388
17643,0.101
17644,0.351
17645,0.128
17646,0.303
17647,0.135
17648,0.0457
17649,0.276
17650,0.481
17651,0.0516
17652,0.0516
17653,0.481
17654,0.303
17655,0.0778
17656,0.053
17657,0.033
17658,0.0393
17659,0.329
17660,0.134
17661,0.0661
17662,0.0645
17663,0.0319
17664,0.079
17665,0.0633
17666,0.162
17667,0.421
17668,0.165
17669,0.196
17670,0.113
17671,0.0298
17672,0.0395
17673,0.0298
17674,0.0644
17675,0.185
17676,0.0693
17677,0.038
17678,0.248
17679,0.31
17680,0.329
17681,0.106
17682,0.341
17683,0.347
17684,0.482
17685,0.111
17686,0.204
17687,0.222
17688,0.341
17689,0.279
17690,0.0364
17691,0.102
17692,0.329
17693,0.291
17694,0.2
17695,0.0795
17696,0.352
17697,0.138
17698,0.163
17699,0.343
17700,0.341
17701,0.204
17702,0.2
17703,0.102
17704,0.0376
17705,0.05
17706,0.059
17707,0.043
17708,0.043
17709,0.043
17710,0.043
17711,0.0631
17712,0.371
17713,0.042
17714,0.0457
17715,0.145
17716,0.0554
17717,0.084
17718,0.0322
17719,0.341
17720,0.0853
17721,0.0374
17722,0.206
17723,0.094
17724,
17725,0.458
17726,0.129
17727,0.138
17728,0.0874
17729,0.0346
17730,0.072
17731,0.102
17732,0.415
17733,0.221
17734,
17735,0.0507
17736,0.0433
17737,0.0295
17738,0.367
17739,0.33
17740,0.17
17741,0.103
17742,0.0372
17743,0.093
17744,0.348
17745,0.0784
17746,0.373
17747,0.105
17748,0.177
17749,0.27
17750,0.0589
17751,0.311
17752,0.344
17753,0.305
17754,0.127
17755,0.415
17756,0.315
17757,0.0331
17758,0.0358
17759,0.0866
17760,0.206
17761,0.102
17762,0.382
17763,0.282
17764,0.661
17765,0.0315
17766,0.435
17767,0.189
17768,0.156
17769,0.269
17770,0.0314
17771,0.136
17772,0.0358
17773,0.312
17774,0.306
17775,0.0561
17776,0.0682
17777,0.0406
17778,0.0722
17779,0.0566
17780,0.185
17781,0.12
17782,0.146
17783,0.28
17784,0.097
17785,0.0669
17786,0.0425
17787,0.425
17788,0.133
17789,0.0395
17790,0.248
17791,0.0412
17792,0.301
17793,0.128
17794,0.0842
17795,0.0401
17796,0.354
17797,0.856
17798,0.0298
17799,0.0298
17800,0.247
17801,0.419
17802,0.184
17803,0.0428
17804,0.0604
17805,0.0393
17806,0.0433
17807,0.125
17808,0.0317
17809,0.0476
17810,0.311
17811,0.0325
17812,0.225
17813,0.415
17814,0.454
17815,0.441
17816,0.231
17817,0.104
17818,0.0728
17819,0.0461
17820,0.0321
17821,0.088
17822,0.0884
17823,0.164
17824,0.192
17825,0.334
17826,0.311
17827,0.338
17828,0.271
17829,0.0406
17830,0.15
17831,0.324
17832,0.511
17833,0.08
17834,0.415
17835,0.384
17836,0.0476
17837,0.0832
17838,0.0816
17839,0.0716
17840,0.0461
17841,0.116
17842,0.357
17843,0.12
17844,0.0641
17845,0.205
17846,0.276
17847,0.164
17848,0.106
17849,0.425
17850,0.341
17851,0.0519
17852,0.0823
17853,0.0451
17854,0.233
17855,0.0641
17856,0.0641
17857,0.376
17858,0.225
17859,0.39
17860,0.376
17861,0.311
17862,0.304
17863,0.307
17864,0.311
17865,0.238
17866,0.128
17867,0.135
17868,0.0374
17869,0.0682
17870,0.104
17871,0.221
17872,0.36
17873,0.0322
17874,0.331
17875,0.0972
17876,0.414
17877,0.191
17878,0.0808
17879,0.133
17880,0.382
17881,0.214
17882,0.32
17883,0.0402
17884,0.438
17885,0.0951
17886,0.08
17887,0.0792
17888,0.0816
17889,0.0312
17890,0.0531
17891,0.0376
17892,0.07
17893,0.0415
17894,0.0476
17895,0.0363
17896,0.27
17897,0.0608
17898,0.303
17899,0.0298
17900,0.308
17901,0.351
17902,0.0406
17903,0.0452
17904,0.0633
17905,0.189
17906,0.179
17907,0.2
17908,0.0539
17909,0.132
17910,0.092
17911,0.0257
17912,0.193
17913,0.242
17914,0.129
17915,0.348
17916,0.242
17917,0.106
17918,0.225
17919,0.0346
17920,0.202
17921,0.442
17922,0.0388
17923,0.0573
17924,0.0629
17925,0.277
17926,0.515
17927,0.456
17928,0.0425
17929,0.0671
17930,0.119
17931,0.0406
17932,0.193
17933,0.382
17934,0.0316
17935,0.0439
17936,0.4
17937,0.425
17938,0.291
17939,0.551
17940,0.165
17941,0.308
17942,0.0342
17943,0.262
17944,0.251
17945,0.185
17946,0.0508
17947,0.0598
17948,0.251
17949,0.251
17950,0.129
17951,0.564
17952,0.308
17953,0.275
17954,0.303
17955,0.357
17956,0.0409
17957,0.181
17958,0.364
17959,0.0388
17960,0.123
17961,0.381
17962,0.0338
17963,0.282
17964,0.071
17965,0.468
17966,0.0792
17967,0.214
17968,0.0333
17969,0.149
17970,0.0693
17971,0.157
17972,0.072
17973,0.247
17974,0.247
17975,0.177
17976,0.437
17977,0.13
17978,0.49
17979,0.259
17980,0.0807
17981,0.0484
17982,0.27
17983,0.298
17984,0.0954
17985,0.334
17986,0.0555
17987,0.334
17988,0.0579
17989,0.102
17990,
17991,0.222
17992,0.537
17993,0.387
17994,0.245
17995,0.127
17996,0.447
17997,0.341
17998,0.128
17999,0.297
18000,0.101
18001,0.376
18002,0.167
18003,0.311
18004,0.0379
18005,0.0422
18006,0.0326
18007,0.0505
18008,0.0327
18009,0.105
18010,0.0682
18011,0.476
18012,0.325
18013,0.0401
18014,0.0803
18015,0.091
18016,0.154
18017,0.121
18018,0.195
18019,0.383
18020,0.419
18021,0.343
18022,0.392
18023,0.0816
18024,0.0588
18025,0.192
18026,0.134
18027,0.216
18028,
18029,0.0321
18030,0.0298
18031,0.237
18032,0.112
18033,0.303
18034,0.2
18035,0.0682
18036,0.08
18037,0.0914
18038,0.135
18039,0.252
18040,0.0715
18041,0.417
18042,0.856
18043,0.0523
18044,0.032
18045,0.248
18046,0.0504
18047,0.0357
18048,0.377
18049,0.424
18050,0.2
18051,0.228
18052,0.362
18053,0.302
18054,0.396
18055,0.381
18056,0.0498
18057,0.0694
18058,0.0603
18059,0.102
18060,0.0554
18061,0.0339
18062,0.0628
18063,0.362
18064,0.0382
18065,0.132
18066,0.0305
18067,0.201
18068,0.168
18069,0.067
18070,0.202
18071,0.243
18072,0.0326
18073,0.269
18074,0.342
18075,0.369
18076,0.0857
18077,0.0943
18078,0.415
18079,0.245
18080,0.251
18081,0.0412
18082,0.0487
18083,0.454
18084,0.0752
18085,0.307
18086,0.0776
18087,0.0485
18088,0.072
18089,0.0666
18090,0.217
18091,0.298
18092,0.204
18093,0.33
18094,0.0375
18095,0.291
18096,0.291
18097,0.273
18098,0.384
18099,0.124
18100,0.445
18101,0.117
18102,0.121
18103,0.0666
18104,0.291
18105,0.384
18106,0.304
18107,0.0715
18108,0.1
18109,0.129
18110,0.156
18111,0.222
18112,0.177
18113,
18114,
18115,0.511
18116,0.562
18117,0.209
18118,0.307
18119,0.275
18120,0.043
18121,0.0502
18122,0.269
18123,0.371
18124,0.0281
18125,0.0316
18126,
18127,
18128,0.106
18129,0.165
18130,0.0539
18131,0.342
18132,0.129
18133,0.138
18134,0.661
18135,0.364
18136,0.136
18137,0.123
18138,0.27
18139,0.0645
18140,0.0313
18141,0.0312
18142,0.484
18143,0.059
18144,0.127
18145,0.132
18146,0.202
18147,0.33
18148,0.0682
18149,0.0338
18150,0.0352
18151,0.106
18152,0.0523
18153,0.419
18154,0.222
18155,0.0564
18156,
18157,
18158,0.0985
18159,0.125
18160,0.0752
18161,0.0352
18162,0.106
18163,0.0716
18164,0.104
18165,0.0776
18166,0.123
18167,0.298
18168,0.0776
18169,0.0298
18170,0.238
18171,0.467
18172,0.39
18173,0.102
18174,0.441
18175,0.467
18176,0.49
18177,0.08
18178,0.327
18179,0.343
18180,0.0897
18181,0.227
18182,0.238
18183,0.243
18184,0.0588
18185,0.0441
18186,0.419
18187,0.2
18188,0.24
18189,0.425
18190,0.0579
18191,0.0695
18192,0.303
18193,0.21
18194,0.035
18195,0.435
18196,0.0584
18197,0.33
18198,0.0819
18199,0.329
18200,0.107
18201,0.36
18202,0.268
18203,0.0387
18204,0.174
18205,0.467
18206,0.037
18207,0.202
18208,0.315
18209,0.376
18210,0.236
18211,0.445
18212,0.0271
18213,0.361
18214,0.24
18215,0.428
18216,0.0359
18217,0.0359
18218,0.363
18219,0.17
18220,0.0343
18221,0.409
18222,0.0322
18223,0.0315
18224,0.0339
18225,0.0944
18226,0.168
18227,0.221
18228,0.351
18229,0.338
18230,0.111
18231,0.092
18232,0.0451
18233,0.175
18234,0.12
18235,0.231
18236,0.0498
18237,0.0428
18238,0.0775
18239,0.154
18240,0.273
18241,0.037
18242,0.283
18243,0.619
18244,0.091
18245,0.175
18246,0.273
18247,0.0303
18248,0.0747
18249,0.222
18250,0.088
18251,0.177
18252,0.369
18253,0.133
18254,0.0604
18255,0.348
18256,0.153
18257,0.242
18258,0.106
18259,0.177
18260,0.0488
18261,0.0401
18262,0.397
18263,0.0451
18264,0.0502
18265,0.0757
18266,0.225
18267,0.0422
18268,0.218
18269,0.231
18270,0.166
18271,0.17
18272,0.108
18273,0.435
18274,0.159
18275,0.149
18276,0.246
18277,0.0412
18278,0.0314
18279,0.422
18280,0.0488
18281,0.245
18282,0.0555
18283,0.0722
18284,0.044
18285,0.0716
18286,0.184
18287,0.108
18288,0.146
18289,0.0823
18290,0.043
18291,0.245
18292,0.486
18293,0.0514
18294,0.0349
18295,0.0598
18296,0.184
18297,0.0598
18298,0.0376
18299,0.133
18300,0.214
18301,0.343
18302,0.0628
18303,0.0676
18304,0.0415
18305,0.323
18306,0.0816
18307,0.0851
18308,0.0454
18309,0.357
18310,0.143
18311,0.342
18312,0.103
18313,0.163
18314,0.28
18315,0.373
18316,0.0344
18317,0.371
18318,0.311
18319,0.276
18320,0.116
18321,0.138
18322,0.426
18323,0.0632
18324,0.192
18325,0.177
18326,0.437
18327,0.25
18328,0.437
18329,0.0321
18330,0.25
18331,0.156
18332,0.239
18333,0.0451
18334,0.0498
18335,0.0838
18336,0.0451
18337,0.156
18338,0.239
18339,0.192
18340,0.27
18341,0.0412
18342,0.347
18343,0.342
18344,
18345,0.184
18346,0.375
18347,0.132
18348,0.19
18349,0.269
18350,0.27
18351,0.321
18352,0.0767
18353,0.119
18354,0.149
18355,0.277
18356,0.454
18357,0.0325
18358,0.0452
18359,0.38
18360,0.0428
18361,0.0528
18362,0.375
18363,0.19
18364,0.342
18365,0.104
18366,0.2
18367,0.0549
18368,0.384
18369,0.0325
18370,0.119
18371,0.0433
18372,0.101
18373,0.28
18374,0.0603
18375,0.0568
18376,0.47
18377,0.311
18378,0.312
18379,0.203
18380,0.117
18381,0.435
18382,0.447
18383,0.338
18384,0.203
18385,0.117
18386,0.037
18387,0.242
18388,0.263
18389,0.252
18390,0.0676
18391,0.123
18392,0.442
18393,0.24
18394,0.0326
18395,0.158
18396,
18397,0.0539
18398,0.415
18399,0.0874
18400,0.06
18401,0.037
18402,0.0878
18403,0.286
18404,0.0349
18405,0.0573
18406,0.116
18407,0.277
18408,0.277
18409,0.356
18410,0.106
18411,0.0331
18412,0.208
18413,0.0531
18414,0.248
18415,0.029
18416,0.222
18417,0.387
18418,0.0807
18419,0.0804
18420,0.324
18421,
18422,0.247
18423,0.301
18424,
18425,0.0479
18426,0.484
18427,0.197
18428,0.312
18429,0.369
18430,0.211
18431,0.169
18432,0.221
18433,0.0376
18434,0.0502
18435,0.334
18436,
18437,0.0943
18438,0.0598
18439,0.0538
18440,0.04
18441,0.275
18442,0.0864
18443,0.334
18444,0.0502
18445,0.134
18446,0.0641
18447,0.367
18448,0.438
18449,0.154
18450,0.337
18451,0.212
18452,0.212
18453,0.123
18454,0.0466
18455,0.564
18456,0.564
18457,0.402
18458,0.402
18459,0.438
18460,0.337
18461,0.13
18462,0.0722
18463,0.391
18464,0.123
18465,0.212
18466,0.0722
18467,0.391
18468,0.0722
18469,0.39
18470,0.345
18471,0.192
18472,0.0428
18473,0.0603
18474,0.169
18475,0.126
18476,0.402
18477,0.321
18478,0.0661
18479,0.107
18480,0.177
18481,0.425
18482,0.0363
18483,0.379
18484,0.0423
18485,0.589
18486,0.222
18487,0.0907
18488,0.167
18489,0.0428
18490,0.126
18491,0.0261
18492,0.303
18493,0.103
18494,0.217
18495,0.0444
18496,0.245
18497,0.385
18498,0.235
18499,0.376
18500,0.27
18501,0.168
18502,0.3
18503,0.3
18504,0.387
18505,0.334
18506,0.334
18507,0.0961
18508,0.27
18509,0.154
18510,0.335
18511,0.424
18512,0.338
18513,0.0479
18514,0.31
18515,0.338
18516,0.44
18517,0.357
18518,0.323
18519,0.087
18520,0.404
18521,0.649
18522,0.13
18523,0.334
18524,0.363
18525,0.161
18526,0.196
18527,0.335
18528,0.234
18529,0.341
18530,0.0709
18531,0.0412
18532,0.0776
18533,0.0669
18534,0.298
18535,0.3
18536,0.341
18537,0.21
18538,0.142
18539,0.311
18540,0.285
18541,0.285
18542,0.244
18543,0.125
18544,0.0481
18545,0.454
18546,0.0488
18547,0.0444
18548,0.206
18549,0.217
18550,0.0653
18551,0.0598
18552,0.0468
18553,0.364
18554,0.356
18555,0.0752
18556,0.0752
18557,0.123
18558,0.447
18559,0.0528
18560,0.166
18561,0.0507
18562,0.345
18563,0.2
18564,0.275
18565,0.0728
18566,0.49
18567,0.156
18568,0.337
18569,0.0706
18570,0.175
18571,0.0367
18572,0.0859
18573,0.288
18574,0.11
18575,0.0582
18576,0.387
18577,0.101
18578,0.268
18579,0.445
18580,0.0416
18581,0.101
18582,0.0728
18583,0.35
18584,0.0645
18585,0.0468
18586,0.367
18587,0.0574
18588,0.29
18589,0.0387
18590,0.106
18591,0.0484
18592,0.293
18593,0.0582
18594,0.0784
18595,0.0352
18596,0.06
18597,0.123
18598,0.0454
18599,0.0747
18600,0.564
18601,0.247
18602,0.123
18603,0.0733
18604,0.366
18605,0.212
18606,0.323
18607,0.213
18608,0.323
18609,0.213
18610,0.366
18611,0.212
18612,0.206
18613,0.351
18614,0.281
18615,0.619
18616,0.137
18617,0.134
18618,0.086
18619,0.111
18620,0.0507
18621,0.355
18622,0.45
18623,0.276
18624,0.345
18625,0.0479
18626,0.092
18627,0.033
18628,0.101
18629,0.511
18630,0.376
18631,0.345
18632,0.18
18633,0.511
18634,0.168
18635,0.53
18636,0.097
18637,0.262
18638,0.26
18639,0.136
18640,0.0452
18641,0.32
18642,0.162
18643,0.197
18644,0.257
18645,0.159
18646,0.166
18647,0.162
18648,0.136
18649,0.103
18650,0.282
18651,0.0728
18652,0.0452
18653,0.0325
18654,0.205
18655,0.0629
18656,0.241
18657,
18658,
18659,0.456
18660,0.381
18661,0.0569
18662,0.274
18663,0.265
18664,0.458
18665,0.0271
18666,0.0352
18667,0.334
18668,0.0322
18669,0.0804
18670,0.05
18671,0.0597
18672,0.345
18673,0.311
18674,0.0484
18675,0.277
18676,0.127
18677,0.311
18678,0.209
18679,0.0281
18680,0.0538
18681,0.0604
18682,0.192
18683,0.0476
18684,0.116
18685,0.0298
18686,0.209
18687,0.425
18688,0.0651
18689,0.341
18690,0.39
18691,0.276
18692,0.415
18693,0.369
18694,0.286
18695,0.311
18696,0.134
18697,0.0318
18698,0.122
18699,0.304
18700,0.0428
18701,0.202
18702,0.0904
18703,0.119
18704,0.239
18705,0.027
18706,0.0635
18707,0.0271
18708,0.24
18709,0.315
18710,0.0632
18711,0.384
18712,0.252
18713,0.0367
